"Plot Title: 20014459"
"#","Date Time, GMT+05:00","Temp, °C (LGR S/N: 20014459, SEN S/N: 20014459)","Intensity, Lux (LGR S/N: 20014459, SEN S/N: 20014459)"
1,04/01/17 06:00:00 AM,22.908,0.0
2,04/01/17 10:00:00 AM,22.046,0.0
3,04/01/17 02:00:00 PM,27.665,0.0
4,04/01/17 06:00:00 PM,33.014,0.0
5,04/01/17 10:00:00 PM,31.574,0.0
6,04/02/17 02:00:00 AM,31.166,0.0
7,04/02/17 06:00:00 AM,30.760,0.0
8,04/02/17 10:00:00 AM,32.086,0.0
9,04/02/17 02:00:00 PM,34.903,0.0
10,04/02/17 06:00:00 PM,30.356,0.0
11,04/02/17 10:00:00 PM,31.166,0.0
12,04/03/17 02:00:00 AM,31.064,0.0
13,04/03/17 06:00:00 AM,30.760,0.0
14,04/03/17 10:00:00 AM,30.558,0.0
15,04/03/17 02:00:00 PM,29.953,0.0
16,04/03/17 06:00:00 PM,28.953,0.0
17,04/03/17 10:00:00 PM,27.370,0.0
18,04/04/17 02:00:00 AM,28.555,0.0
19,04/04/17 06:00:00 AM,29.053,0.0
20,04/04/17 10:00:00 AM,30.255,7577.8
21,04/04/17 02:00:00 PM,29.953,1550.0
22,04/04/17 06:00:00 PM,29.853,86.1
23,04/04/17 10:00:00 PM,29.853,0.0
24,04/05/17 02:00:00 AM,29.853,0.0
25,04/05/17 06:00:00 AM,29.853,0.0
26,04/05/17 10:00:00 AM,30.054,4477.8
27,04/05/17 02:00:00 PM,30.154,4822.3
28,04/05/17 06:00:00 PM,29.953,139.9
29,04/05/17 10:00:00 PM,29.853,0.0
30,04/06/17 02:00:00 AM,29.752,0.0
31,04/06/17 06:00:00 AM,29.552,0.0
32,04/06/17 10:00:00 AM,29.652,871.9
33,04/06/17 02:00:00 PM,29.652,1636.1
34,04/06/17 06:00:00 PM,29.652,86.1
35,04/06/17 10:00:00 PM,29.452,0.0
36,04/07/17 02:00:00 AM,29.352,0.0
37,04/07/17 06:00:00 AM,29.252,0.0
38,04/07/17 10:00:00 AM,29.452,4133.4
39,04/07/17 02:00:00 PM,29.552,2927.8
40,04/07/17 06:00:00 PM,29.452,64.6
41,04/07/17 10:00:00 PM,29.452,0.0
42,04/08/17 02:00:00 AM,29.452,0.0
43,04/08/17 06:00:00 AM,29.452,0.0
44,04/08/17 10:00:00 AM,29.752,2755.6
45,04/08/17 02:00:00 PM,30.054,5166.7
46,04/08/17 06:00:00 PM,29.652,75.3
47,04/08/17 10:00:00 PM,29.652,0.0
48,04/09/17 02:00:00 AM,29.652,0.0
49,04/09/17 06:00:00 AM,29.452,0.0
50,04/09/17 10:00:00 AM,29.552,3272.2
51,04/09/17 02:00:00 PM,30.054,8266.7
52,04/09/17 06:00:00 PM,29.652,86.1
53,04/09/17 10:00:00 PM,29.652,0.0
54,04/10/17 02:00:00 AM,29.652,0.0
55,04/10/17 06:00:00 AM,29.552,0.0
56,04/10/17 10:00:00 AM,29.652,3961.1
