"Plot Title: 20046742"
"#","Date Time, GMT+05:00","Temp, °F (LGR S/N: 20046742, SEN S/N: 20046742)","Intensity, lum/ft² (LGR S/N: 20046742, SEN S/N: 20046742)","Coupler Detached (LGR S/N: 20046742)","Coupler Attached (LGR S/N: 20046742)","Host Connected (LGR S/N: 20046742)","Stopped (LGR S/N: 20046742)","End Of File (LGR S/N: 20046742)"
1,01/21/17 12:57:00 PM,82.508,0.0,,,,,
2,01/21/17 12:57:19 PM,,,Logged,,,,
3,01/21/17 01:07:00 PM,82.508,80.0,,,,,
4,01/21/17 01:17:00 PM,82.330,15.0,,,,,
5,01/21/17 01:27:00 PM,82.152,28.0,,,,,
6,01/21/17 01:37:00 PM,79.678,4.0,,,,,
7,01/21/17 01:47:00 PM,82.152,31.0,,,,,
8,01/21/17 01:57:00 PM,82.508,24.0,,,,,
9,01/21/17 02:07:00 PM,82.330,11.0,,,,,
10,01/21/17 02:17:00 PM,85.735,38.0,,,,,
11,01/21/17 02:27:00 PM,81.266,144.0,,,,,
12,01/21/17 02:37:00 PM,81.266,124.0,,,,,
13,01/21/17 02:47:00 PM,81.266,115.0,,,,,
14,01/21/17 02:57:00 PM,81.266,7.0,,,,,
15,01/21/17 03:07:00 PM,81.266,94.0,,,,,
16,01/21/17 03:17:00 PM,81.266,82.0,,,,,
17,01/21/17 03:27:00 PM,81.266,79.0,,,,,
18,01/21/17 03:37:00 PM,81.266,75.0,,,,,
19,01/21/17 03:47:00 PM,81.266,72.0,,,,,
20,01/21/17 03:57:00 PM,81.266,62.0,,,,,
21,01/21/17 04:07:00 PM,81.266,48.0,,,,,
22,01/21/17 04:17:00 PM,81.266,40.0,,,,,
23,01/21/17 04:27:00 PM,81.090,36.0,,,,,
24,01/21/17 04:37:00 PM,81.090,32.0,,,,,
25,01/21/17 04:47:00 PM,81.266,26.0,,,,,
26,01/21/17 04:57:00 PM,81.090,23.0,,,,,
27,01/21/17 05:07:00 PM,81.090,18.0,,,,,
28,01/21/17 05:17:00 PM,81.090,13.0,,,,,
29,01/21/17 05:27:00 PM,81.090,10.0,,,,,
30,01/21/17 05:37:00 PM,81.090,7.0,,,,,
31,01/21/17 05:47:00 PM,81.090,5.0,,,,,
32,01/21/17 05:57:00 PM,81.090,3.0,,,,,
33,01/21/17 06:07:00 PM,81.090,1.0,,,,,
34,01/21/17 06:17:00 PM,81.266,0.0,,,,,
35,01/21/17 06:27:00 PM,81.266,0.0,,,,,
36,01/21/17 06:37:00 PM,81.266,0.0,,,,,
37,01/21/17 06:47:00 PM,81.266,0.0,,,,,
38,01/21/17 06:57:00 PM,81.090,0.0,,,,,
39,01/21/17 07:07:00 PM,81.090,0.0,,,,,
40,01/21/17 07:17:00 PM,81.090,0.0,,,,,
41,01/21/17 07:27:00 PM,81.266,0.0,,,,,
42,01/21/17 07:37:00 PM,81.266,0.0,,,,,
43,01/21/17 07:47:00 PM,81.266,0.0,,,,,
44,01/21/17 07:57:00 PM,81.266,0.0,,,,,
45,01/21/17 08:07:00 PM,81.090,0.0,,,,,
46,01/21/17 08:17:00 PM,81.266,0.0,,,,,
47,01/21/17 08:27:00 PM,81.266,0.0,,,,,
48,01/21/17 08:37:00 PM,81.266,0.0,,,,,
49,01/21/17 08:47:00 PM,81.266,0.0,,,,,
50,01/21/17 08:57:00 PM,81.266,0.0,,,,,
51,01/21/17 09:07:00 PM,81.266,0.0,,,,,
52,01/21/17 09:17:00 PM,81.266,0.0,,,,,
53,01/21/17 09:27:00 PM,81.266,0.0,,,,,
54,01/21/17 09:37:00 PM,81.090,0.0,,,,,
55,01/21/17 09:47:00 PM,81.266,0.0,,,,,
56,01/21/17 09:57:00 PM,81.090,0.0,,,,,
57,01/21/17 10:07:00 PM,81.266,0.0,,,,,
58,01/21/17 10:17:00 PM,81.266,0.0,,,,,
59,01/21/17 10:27:00 PM,81.266,0.0,,,,,
60,01/21/17 10:37:00 PM,81.266,0.0,,,,,
61,01/21/17 10:47:00 PM,81.266,0.0,,,,,
62,01/21/17 10:57:00 PM,81.266,0.0,,,,,
63,01/21/17 11:07:00 PM,81.266,0.0,,,,,
64,01/21/17 11:17:00 PM,81.266,0.0,,,,,
65,01/21/17 11:27:00 PM,81.266,0.0,,,,,
66,01/21/17 11:37:00 PM,81.266,0.0,,,,,
67,01/21/17 11:47:00 PM,81.266,0.0,,,,,
68,01/21/17 11:57:00 PM,81.266,0.0,,,,,
69,01/22/17 12:07:00 AM,81.266,0.0,,,,,
70,01/22/17 12:17:00 AM,81.266,0.0,,,,,
71,01/22/17 12:27:00 AM,81.266,0.0,,,,,
72,01/22/17 12:37:00 AM,81.266,0.0,,,,,
73,01/22/17 12:47:00 AM,81.442,0.0,,,,,
74,01/22/17 12:57:00 AM,81.442,0.0,,,,,
75,01/22/17 01:07:00 AM,81.266,0.0,,,,,
76,01/22/17 01:17:00 AM,81.266,0.0,,,,,
77,01/22/17 01:27:00 AM,81.266,0.0,,,,,
78,01/22/17 01:37:00 AM,81.266,0.0,,,,,
79,01/22/17 01:47:00 AM,81.266,0.0,,,,,
80,01/22/17 01:57:00 AM,81.266,0.0,,,,,
81,01/22/17 02:07:00 AM,81.266,0.0,,,,,
82,01/22/17 02:17:00 AM,81.266,0.0,,,,,
83,01/22/17 02:27:00 AM,81.266,0.0,,,,,
84,01/22/17 02:37:00 AM,81.266,0.0,,,,,
85,01/22/17 02:47:00 AM,81.266,0.0,,,,,
86,01/22/17 02:57:00 AM,81.266,0.0,,,,,
87,01/22/17 03:07:00 AM,81.266,0.0,,,,,
88,01/22/17 03:17:00 AM,81.266,0.0,,,,,
89,01/22/17 03:27:00 AM,81.266,0.0,,,,,
90,01/22/17 03:37:00 AM,81.266,0.0,,,,,
91,01/22/17 03:47:00 AM,81.266,0.0,,,,,
92,01/22/17 03:57:00 AM,81.266,0.0,,,,,
93,01/22/17 04:07:00 AM,81.266,0.0,,,,,
94,01/22/17 04:17:00 AM,81.266,0.0,,,,,
95,01/22/17 04:27:00 AM,81.266,0.0,,,,,
96,01/22/17 04:37:00 AM,81.266,0.0,,,,,
97,01/22/17 04:47:00 AM,81.266,0.0,,,,,
98,01/22/17 04:57:00 AM,81.266,0.0,,,,,
99,01/22/17 05:07:00 AM,81.266,0.0,,,,,
100,01/22/17 05:17:00 AM,81.266,0.0,,,,,
101,01/22/17 05:27:00 AM,81.266,0.0,,,,,
102,01/22/17 05:37:00 AM,81.266,0.0,,,,,
103,01/22/17 05:47:00 AM,81.266,0.0,,,,,
104,01/22/17 05:57:00 AM,81.266,0.0,,,,,
105,01/22/17 06:07:00 AM,81.266,0.0,,,,,
106,01/22/17 06:17:00 AM,81.266,0.0,,,,,
107,01/22/17 06:27:00 AM,81.266,0.0,,,,,
108,01/22/17 06:37:00 AM,81.266,2.0,,,,,
109,01/22/17 06:47:00 AM,81.266,4.0,,,,,
110,01/22/17 06:57:00 AM,81.266,8.0,,,,,
111,01/22/17 07:07:00 AM,81.266,9.0,,,,,
112,01/22/17 07:17:00 AM,81.266,11.0,,,,,
113,01/22/17 07:27:00 AM,81.266,17.0,,,,,
114,01/22/17 07:37:00 AM,81.266,21.0,,,,,
115,01/22/17 07:47:00 AM,81.266,28.0,,,,,
116,01/22/17 07:57:00 AM,81.266,41.0,,,,,
117,01/22/17 08:07:00 AM,81.266,35.0,,,,,
118,01/22/17 08:17:00 AM,81.266,41.0,,,,,
119,01/22/17 08:27:00 AM,81.266,46.0,,,,,
120,01/22/17 08:37:00 AM,81.442,56.0,,,,,
121,01/22/17 08:47:00 AM,81.442,65.0,,,,,
122,01/22/17 08:57:00 AM,81.442,75.0,,,,,
123,01/22/17 09:07:00 AM,81.442,96.0,,,,,
124,01/22/17 09:17:00 AM,81.442,98.0,,,,,
125,01/22/17 09:27:00 AM,81.442,105.0,,,,,
126,01/22/17 09:37:00 AM,81.442,98.0,,,,,
127,01/22/17 09:47:00 AM,81.442,124.0,,,,,
128,01/22/17 09:57:00 AM,81.442,117.0,,,,,
129,01/22/17 10:07:00 AM,81.442,128.0,,,,,
130,01/22/17 10:17:00 AM,81.442,121.0,,,,,
131,01/22/17 10:27:00 AM,81.442,126.0,,,,,
132,01/22/17 10:37:00 AM,81.621,136.0,,,,,
133,01/22/17 10:47:00 AM,81.621,144.0,,,,,
134,01/22/17 10:57:00 AM,81.621,160.0,,,,,
135,01/22/17 11:07:00 AM,81.621,160.0,,,,,
136,01/22/17 11:17:00 AM,81.621,176.0,,,,,
137,01/22/17 11:27:00 AM,81.621,216.0,,,,,
138,01/22/17 11:37:00 AM,81.621,232.0,,,,,
139,01/22/17 11:47:00 AM,81.621,232.0,,,,,
140,01/22/17 11:57:00 AM,81.621,272.0,,,,,
141,01/22/17 12:07:00 PM,81.621,288.0,,,,,
142,01/22/17 12:17:00 PM,81.621,75.0,,,,,
143,01/22/17 12:27:00 PM,81.621,224.0,,,,,
144,01/22/17 12:37:00 PM,81.621,256.0,,,,,
145,01/22/17 12:47:00 PM,81.621,240.0,,,,,
146,01/22/17 12:57:00 PM,81.621,232.0,,,,,
147,01/22/17 01:07:00 PM,81.621,208.0,,,,,
148,01/22/17 01:17:00 PM,81.621,224.0,,,,,
149,01/22/17 01:27:00 PM,81.621,200.0,,,,,
150,01/22/17 01:37:00 PM,81.621,152.0,,,,,
151,01/22/17 01:47:00 PM,81.621,152.0,,,,,
152,01/22/17 01:57:00 PM,81.621,168.0,,,,,
153,01/22/17 02:07:00 PM,81.621,160.0,,,,,
154,01/22/17 02:17:00 PM,81.621,136.0,,,,,
155,01/22/17 02:27:00 PM,81.621,58.0,,,,,
156,01/22/17 02:37:00 PM,81.621,152.0,,,,,
157,01/22/17 02:47:00 PM,81.621,84.0,,,,,
158,01/22/17 02:57:00 PM,81.621,136.0,,,,,
159,01/22/17 03:07:00 PM,81.621,127.0,,,,,
160,01/22/17 03:17:00 PM,81.621,116.0,,,,,
161,01/22/17 03:27:00 PM,81.621,107.0,,,,,
162,01/22/17 03:37:00 PM,81.621,83.0,,,,,
163,01/22/17 03:47:00 PM,81.621,71.0,,,,,
164,01/22/17 03:57:00 PM,81.442,71.0,,,,,
165,01/22/17 04:07:00 PM,81.621,59.0,,,,,
166,01/22/17 04:17:00 PM,81.621,48.0,,,,,
167,01/22/17 04:27:00 PM,81.442,28.0,,,,,
168,01/22/17 04:37:00 PM,81.442,35.0,,,,,
169,01/22/17 04:47:00 PM,81.442,24.0,,,,,
170,01/22/17 04:57:00 PM,81.442,25.0,,,,,
171,01/22/17 05:07:00 PM,81.442,21.0,,,,,
172,01/22/17 05:17:00 PM,81.442,16.0,,,,,
173,01/22/17 05:27:00 PM,81.442,9.0,,,,,
174,01/22/17 05:37:00 PM,81.442,8.0,,,,,
175,01/22/17 05:47:00 PM,81.442,5.0,,,,,
176,01/22/17 05:57:00 PM,81.442,3.0,,,,,
177,01/22/17 06:07:00 PM,81.442,1.0,,,,,
178,01/22/17 06:17:00 PM,81.442,0.0,,,,,
179,01/22/17 06:27:00 PM,81.442,0.0,,,,,
180,01/22/17 06:37:00 PM,81.442,0.0,,,,,
181,01/22/17 06:47:00 PM,81.621,0.0,,,,,
182,01/22/17 06:57:00 PM,81.442,0.0,,,,,
183,01/22/17 07:07:00 PM,81.442,0.0,,,,,
184,01/22/17 07:17:00 PM,81.442,0.0,,,,,
185,01/22/17 07:27:00 PM,81.442,0.0,,,,,
186,01/22/17 07:37:00 PM,81.442,0.0,,,,,
187,01/22/17 07:47:00 PM,81.442,0.0,,,,,
188,01/22/17 07:57:00 PM,81.442,0.0,,,,,
189,01/22/17 08:07:00 PM,81.442,0.0,,,,,
190,01/22/17 08:17:00 PM,81.442,0.0,,,,,
191,01/22/17 08:27:00 PM,81.442,0.0,,,,,
192,01/22/17 08:37:00 PM,81.442,0.0,,,,,
193,01/22/17 08:47:00 PM,81.442,0.0,,,,,
194,01/22/17 08:57:00 PM,81.442,0.0,,,,,
195,01/22/17 09:07:00 PM,81.442,0.0,,,,,
196,01/22/17 09:17:00 PM,81.442,0.0,,,,,
197,01/22/17 09:27:00 PM,81.442,0.0,,,,,
198,01/22/17 09:37:00 PM,81.442,0.0,,,,,
199,01/22/17 09:47:00 PM,81.442,0.0,,,,,
200,01/22/17 09:57:00 PM,81.442,0.0,,,,,
201,01/22/17 10:07:00 PM,81.621,0.0,,,,,
202,01/22/17 10:17:00 PM,81.442,0.0,,,,,
203,01/22/17 10:27:00 PM,81.442,0.0,,,,,
204,01/22/17 10:37:00 PM,81.442,0.0,,,,,
205,01/22/17 10:47:00 PM,81.442,0.0,,,,,
206,01/22/17 10:57:00 PM,81.442,0.0,,,,,
207,01/22/17 11:07:00 PM,81.442,0.0,,,,,
208,01/22/17 11:17:00 PM,81.442,0.0,,,,,
209,01/22/17 11:27:00 PM,81.442,0.0,,,,,
210,01/22/17 11:37:00 PM,81.442,0.0,,,,,
211,01/22/17 11:47:00 PM,81.442,0.0,,,,,
212,01/22/17 11:57:00 PM,81.442,0.0,,,,,
213,01/23/17 12:07:00 AM,81.442,0.0,,,,,
214,01/23/17 12:17:00 AM,81.442,0.0,,,,,
215,01/23/17 12:27:00 AM,81.442,0.0,,,,,
216,01/23/17 12:37:00 AM,81.621,0.0,,,,,
217,01/23/17 12:47:00 AM,81.442,0.0,,,,,
218,01/23/17 12:57:00 AM,81.442,0.0,,,,,
219,01/23/17 01:07:00 AM,81.442,0.0,,,,,
220,01/23/17 01:17:00 AM,81.442,0.0,,,,,
221,01/23/17 01:27:00 AM,81.621,0.0,,,,,
222,01/23/17 01:37:00 AM,81.621,0.0,,,,,
223,01/23/17 01:47:00 AM,81.621,0.0,,,,,
224,01/23/17 01:57:00 AM,81.621,0.0,,,,,
225,01/23/17 02:07:00 AM,81.621,0.0,,,,,
226,01/23/17 02:17:00 AM,81.621,0.0,,,,,
227,01/23/17 02:27:00 AM,81.621,0.0,,,,,
228,01/23/17 02:37:00 AM,81.621,0.0,,,,,
229,01/23/17 02:47:00 AM,81.442,0.0,,,,,
230,01/23/17 02:57:00 AM,81.621,0.0,,,,,
231,01/23/17 03:07:00 AM,81.621,0.0,,,,,
232,01/23/17 03:17:00 AM,81.621,0.0,,,,,
233,01/23/17 03:27:00 AM,81.442,0.0,,,,,
234,01/23/17 03:37:00 AM,81.442,0.0,,,,,
235,01/23/17 03:47:00 AM,81.442,0.0,,,,,
236,01/23/17 03:57:00 AM,81.442,0.0,,,,,
237,01/23/17 04:07:00 AM,81.442,0.0,,,,,
238,01/23/17 04:17:00 AM,81.621,0.0,,,,,
239,01/23/17 04:27:00 AM,81.621,0.0,,,,,
240,01/23/17 04:37:00 AM,81.621,0.0,,,,,
241,01/23/17 04:47:00 AM,81.621,0.0,,,,,
242,01/23/17 04:57:00 AM,81.621,0.0,,,,,
243,01/23/17 05:07:00 AM,81.621,0.0,,,,,
244,01/23/17 05:17:00 AM,81.621,0.0,,,,,
245,01/23/17 05:27:00 AM,81.621,0.0,,,,,
246,01/23/17 05:37:00 AM,81.442,0.0,,,,,
247,01/23/17 05:47:00 AM,81.621,0.0,,,,,
248,01/23/17 05:57:00 AM,81.442,0.0,,,,,
249,01/23/17 06:07:00 AM,81.621,0.0,,,,,
250,01/23/17 06:17:00 AM,81.621,0.0,,,,,
251,01/23/17 06:27:00 AM,81.621,0.0,,,,,
252,01/23/17 06:37:00 AM,81.621,2.0,,,,,
253,01/23/17 06:47:00 AM,81.621,4.0,,,,,
254,01/23/17 06:57:00 AM,81.621,7.0,,,,,
255,01/23/17 07:07:00 AM,81.621,12.0,,,,,
256,01/23/17 07:17:00 AM,81.621,15.0,,,,,
257,01/23/17 07:27:00 AM,81.621,18.0,,,,,
258,01/23/17 07:37:00 AM,81.621,22.0,,,,,
259,01/23/17 07:47:00 AM,81.621,27.0,,,,,
260,01/23/17 07:57:00 AM,81.621,30.0,,,,,
261,01/23/17 08:07:00 AM,81.975,40.0,,,,,
262,01/23/17 08:17:00 AM,82.152,52.0,,,,,
263,01/23/17 08:27:00 AM,81.797,50.0,,,,,
264,01/23/17 08:37:00 AM,81.621,56.0,,,,,
265,01/23/17 08:47:00 AM,81.621,52.0,,,,,
266,01/23/17 08:57:00 AM,81.621,70.0,,,,,
267,01/23/17 09:07:00 AM,81.621,34.0,,,,,
268,01/23/17 09:17:00 AM,81.621,42.0,,,,,
269,01/23/17 09:27:00 AM,81.621,37.0,,,,,
270,01/23/17 09:37:00 AM,81.797,136.0,,,,,
271,01/23/17 09:47:00 AM,81.797,136.0,,,,,
272,01/23/17 09:57:00 AM,81.797,119.0,,,,,
273,01/23/17 10:07:00 AM,81.797,113.0,,,,,
274,01/23/17 10:17:00 AM,81.797,168.0,,,,,
275,01/23/17 10:27:00 AM,81.797,144.0,,,,,
276,01/23/17 10:37:00 AM,81.797,144.0,,,,,
277,01/23/17 10:47:00 AM,81.797,208.0,,,,,
278,01/23/17 10:57:00 AM,81.797,192.0,,,,,
279,01/23/17 11:07:00 AM,81.797,160.0,,,,,
280,01/23/17 11:17:00 AM,81.797,101.0,,,,,
281,01/23/17 11:27:00 AM,81.797,176.0,,,,,
282,01/23/17 11:37:00 AM,81.975,200.0,,,,,
283,01/23/17 11:47:00 AM,81.797,58.0,,,,,
284,01/23/17 11:57:00 AM,81.975,216.0,,,,,
285,01/23/17 12:07:00 PM,81.975,200.0,,,,,
286,01/23/17 12:17:00 PM,81.975,216.0,,,,,
287,01/23/17 12:27:00 PM,81.975,200.0,,,,,
288,01/23/17 12:37:00 PM,81.975,208.0,,,,,
289,01/23/17 12:47:00 PM,81.975,216.0,,,,,
290,01/23/17 12:57:00 PM,81.975,216.0,,,,,
291,01/23/17 01:07:00 PM,81.975,216.0,,,,,
292,01/23/17 01:17:00 PM,81.975,200.0,,,,,
293,01/23/17 01:27:00 PM,81.975,160.0,,,,,
294,01/23/17 01:37:00 PM,81.975,160.0,,,,,
295,01/23/17 01:47:00 PM,81.975,144.0,,,,,
296,01/23/17 01:57:00 PM,81.975,152.0,,,,,
297,01/23/17 02:07:00 PM,81.975,136.0,,,,,
298,01/23/17 02:17:00 PM,81.797,192.0,,,,,
299,01/23/17 02:27:00 PM,81.797,152.0,,,,,
300,01/23/17 02:37:00 PM,81.797,152.0,,,,,
301,01/23/17 02:47:00 PM,81.797,152.0,,,,,
302,01/23/17 02:57:00 PM,81.797,136.0,,,,,
303,01/23/17 03:07:00 PM,81.797,97.0,,,,,
304,01/23/17 03:17:00 PM,81.797,124.0,,,,,
305,01/23/17 03:27:00 PM,81.797,114.0,,,,,
306,01/23/17 03:37:00 PM,81.797,30.0,,,,,
307,01/23/17 03:47:00 PM,81.797,101.0,,,,,
308,01/23/17 03:57:00 PM,81.797,81.0,,,,,
309,01/23/17 04:07:00 PM,81.797,75.0,,,,,
310,01/23/17 04:17:00 PM,81.797,61.0,,,,,
311,01/23/17 04:27:00 PM,81.797,55.0,,,,,
312,01/23/17 04:37:00 PM,81.797,44.0,,,,,
313,01/23/17 04:47:00 PM,81.797,39.0,,,,,
314,01/23/17 04:57:00 PM,81.797,31.0,,,,,
315,01/23/17 05:07:00 PM,81.797,12.0,,,,,
316,01/23/17 05:17:00 PM,81.797,27.0,,,,,
317,01/23/17 05:27:00 PM,81.797,6.0,,,,,
318,01/23/17 05:37:00 PM,81.797,5.0,,,,,
319,01/23/17 05:47:00 PM,81.797,3.0,,,,,
320,01/23/17 05:57:00 PM,81.797,2.0,,,,,
321,01/23/17 06:07:00 PM,81.797,1.0,,,,,
322,01/23/17 06:17:00 PM,81.797,0.0,,,,,
323,01/23/17 06:27:00 PM,81.797,0.0,,,,,
324,01/23/17 06:37:00 PM,81.797,0.0,,,,,
325,01/23/17 06:47:00 PM,81.797,0.0,,,,,
326,01/23/17 06:57:00 PM,81.797,0.0,,,,,
327,01/23/17 07:07:00 PM,81.797,0.0,,,,,
328,01/23/17 07:17:00 PM,81.797,0.0,,,,,
329,01/23/17 07:27:00 PM,81.797,0.0,,,,,
330,01/23/17 07:37:00 PM,81.797,0.0,,,,,
331,01/23/17 07:47:00 PM,81.797,0.0,,,,,
332,01/23/17 07:57:00 PM,81.797,0.0,,,,,
333,01/23/17 08:07:00 PM,81.797,0.0,,,,,
334,01/23/17 08:17:00 PM,81.797,0.0,,,,,
335,01/23/17 08:27:00 PM,81.797,0.0,,,,,
336,01/23/17 08:37:00 PM,81.797,0.0,,,,,
337,01/23/17 08:47:00 PM,81.797,0.0,,,,,
338,01/23/17 08:57:00 PM,81.797,0.0,,,,,
339,01/23/17 09:07:00 PM,81.797,0.0,,,,,
340,01/23/17 09:17:00 PM,81.797,0.0,,,,,
341,01/23/17 09:27:00 PM,81.797,0.0,,,,,
342,01/23/17 09:37:00 PM,81.797,0.0,,,,,
343,01/23/17 09:47:00 PM,81.975,0.0,,,,,
344,01/23/17 09:57:00 PM,81.975,0.0,,,,,
345,01/23/17 10:07:00 PM,81.797,0.0,,,,,
346,01/23/17 10:17:00 PM,81.975,0.0,,,,,
347,01/23/17 10:27:00 PM,81.975,0.0,,,,,
348,01/23/17 10:37:00 PM,81.797,0.0,,,,,
349,01/23/17 10:47:00 PM,81.797,0.0,,,,,
350,01/23/17 10:57:00 PM,81.797,0.0,,,,,
351,01/23/17 11:07:00 PM,81.797,0.0,,,,,
352,01/23/17 11:17:00 PM,81.797,0.0,,,,,
353,01/23/17 11:27:00 PM,81.797,0.0,,,,,
354,01/23/17 11:37:00 PM,81.975,0.0,,,,,
355,01/23/17 11:47:00 PM,81.797,0.0,,,,,
356,01/23/17 11:57:00 PM,81.975,0.0,,,,,
357,01/24/17 12:07:00 AM,81.797,0.0,,,,,
358,01/24/17 12:17:00 AM,81.797,0.0,,,,,
359,01/24/17 12:27:00 AM,81.975,0.0,,,,,
360,01/24/17 12:37:00 AM,81.797,0.0,,,,,
361,01/24/17 12:47:00 AM,81.797,0.0,,,,,
362,01/24/17 12:57:00 AM,81.797,0.0,,,,,
363,01/24/17 01:07:00 AM,81.797,0.0,,,,,
364,01/24/17 01:17:00 AM,81.797,0.0,,,,,
365,01/24/17 01:27:00 AM,81.797,0.0,,,,,
366,01/24/17 01:37:00 AM,81.797,0.0,,,,,
367,01/24/17 01:47:00 AM,81.797,0.0,,,,,
368,01/24/17 01:57:00 AM,81.797,0.0,,,,,
369,01/24/17 02:07:00 AM,81.797,0.0,,,,,
370,01/24/17 02:17:00 AM,81.975,0.0,,,,,
371,01/24/17 02:27:00 AM,81.797,0.0,,,,,
372,01/24/17 02:37:00 AM,81.975,0.0,,,,,
373,01/24/17 02:47:00 AM,81.975,0.0,,,,,
374,01/24/17 02:57:00 AM,81.797,0.0,,,,,
375,01/24/17 03:07:00 AM,81.797,0.0,,,,,
376,01/24/17 03:17:00 AM,81.797,0.0,,,,,
377,01/24/17 03:27:00 AM,81.797,0.0,,,,,
378,01/24/17 03:37:00 AM,81.797,0.0,,,,,
379,01/24/17 03:47:00 AM,81.975,0.0,,,,,
380,01/24/17 03:57:00 AM,81.975,0.0,,,,,
381,01/24/17 04:07:00 AM,81.975,0.0,,,,,
382,01/24/17 04:17:00 AM,81.975,0.0,,,,,
383,01/24/17 04:27:00 AM,81.975,0.0,,,,,
384,01/24/17 04:37:00 AM,81.975,0.0,,,,,
385,01/24/17 04:47:00 AM,81.975,0.0,,,,,
386,01/24/17 04:57:00 AM,81.797,0.0,,,,,
387,01/24/17 05:07:00 AM,81.797,0.0,,,,,
388,01/24/17 05:17:00 AM,81.797,0.0,,,,,
389,01/24/17 05:27:00 AM,81.975,0.0,,,,,
390,01/24/17 05:37:00 AM,81.975,0.0,,,,,
391,01/24/17 05:47:00 AM,81.975,0.0,,,,,
392,01/24/17 05:57:00 AM,81.975,0.0,,,,,
393,01/24/17 06:07:00 AM,81.975,0.0,,,,,
394,01/24/17 06:17:00 AM,81.975,0.0,,,,,
395,01/24/17 06:27:00 AM,81.975,0.0,,,,,
396,01/24/17 06:37:00 AM,81.975,1.0,,,,,
397,01/24/17 06:47:00 AM,81.975,3.0,,,,,
398,01/24/17 06:57:00 AM,81.975,4.0,,,,,
399,01/24/17 07:07:00 AM,81.975,7.0,,,,,
400,01/24/17 07:17:00 AM,81.975,9.0,,,,,
401,01/24/17 07:27:00 AM,82.152,17.0,,,,,
402,01/24/17 07:37:00 AM,82.152,25.0,,,,,
403,01/24/17 07:47:00 AM,81.975,29.0,,,,,
404,01/24/17 07:57:00 AM,81.975,38.0,,,,,
405,01/24/17 08:07:00 AM,81.975,45.0,,,,,
406,01/24/17 08:17:00 AM,82.152,73.0,,,,,
407,01/24/17 08:27:00 AM,81.975,75.0,,,,,
408,01/24/17 08:37:00 AM,82.152,89.0,,,,,
409,01/24/17 08:47:00 AM,82.152,103.0,,,,,
410,01/24/17 08:57:00 AM,81.975,99.0,,,,,
411,01/24/17 09:07:00 AM,82.152,117.0,,,,,
412,01/24/17 09:17:00 AM,81.975,122.0,,,,,
413,01/24/17 09:27:00 AM,82.152,128.0,,,,,
414,01/24/17 09:37:00 AM,82.152,160.0,,,,,
415,01/24/17 09:47:00 AM,82.152,200.0,,,,,
416,01/24/17 09:57:00 AM,81.975,152.0,,,,,
417,01/24/17 10:07:00 AM,82.152,144.0,,,,,
418,01/24/17 10:17:00 AM,82.152,168.0,,,,,
419,01/24/17 10:27:00 AM,82.152,176.0,,,,,
420,01/24/17 10:37:00 AM,82.152,168.0,,,,,
421,01/24/17 10:47:00 AM,82.152,200.0,,,,,
422,01/24/17 10:57:00 AM,82.152,240.0,,,,,
423,01/24/17 11:07:00 AM,82.152,216.0,,,,,
424,01/24/17 11:17:00 AM,81.975,208.0,,,,,
425,01/24/17 11:27:00 AM,81.975,208.0,,,,,
426,01/24/17 11:37:00 AM,82.152,272.0,,,,,
427,01/24/17 11:47:00 AM,81.975,216.0,,,,,
428,01/24/17 11:57:00 AM,82.152,272.0,,,,,
429,01/24/17 12:07:00 PM,82.152,304.0,,,,,
430,01/24/17 12:17:00 PM,81.975,200.0,,,,,
431,01/24/17 12:27:00 PM,81.975,192.0,,,,,
432,01/24/17 12:37:00 PM,81.975,184.0,,,,,
433,01/24/17 12:47:00 PM,81.975,184.0,,,,,
434,01/24/17 12:57:00 PM,82.152,336.0,,,,,
435,01/24/17 01:07:00 PM,81.975,192.0,,,,,
436,01/24/17 01:17:00 PM,81.975,192.0,,,,,
437,01/24/17 01:27:00 PM,81.975,184.0,,,,,
438,01/24/17 01:37:00 PM,81.975,176.0,,,,,
439,01/24/17 01:47:00 PM,81.975,176.0,,,,,
440,01/24/17 01:57:00 PM,81.975,56.0,,,,,
441,01/24/17 02:07:00 PM,81.975,176.0,,,,,
442,01/24/17 02:17:00 PM,81.975,144.0,,,,,
443,01/24/17 02:27:00 PM,81.975,192.0,,,,,
444,01/24/17 02:37:00 PM,81.975,160.0,,,,,
445,01/24/17 02:47:00 PM,81.975,122.0,,,,,
446,01/24/17 02:57:00 PM,81.975,144.0,,,,,
447,01/24/17 03:07:00 PM,81.975,47.0,,,,,
448,01/24/17 03:17:00 PM,81.975,52.0,,,,,
449,01/24/17 03:27:00 PM,81.975,95.0,,,,,
450,01/24/17 03:37:00 PM,81.975,29.0,,,,,
451,01/24/17 03:47:00 PM,81.975,84.0,,,,,
452,01/24/17 03:57:00 PM,81.975,83.0,,,,,
453,01/24/17 04:07:00 PM,81.975,73.0,,,,,
454,01/24/17 04:17:00 PM,81.975,24.0,,,,,
455,01/24/17 04:27:00 PM,81.975,49.0,,,,,
456,01/24/17 04:37:00 PM,81.975,43.0,,,,,
457,01/24/17 04:47:00 PM,81.975,24.0,,,,,
458,01/24/17 04:57:00 PM,81.975,23.0,,,,,
459,01/24/17 05:07:00 PM,81.975,19.0,,,,,
460,01/24/17 05:17:00 PM,81.797,17.0,,,,,
