7.8382	5.0533
7.8158	5.0533
7.7933	5.0533
7.7596	5.0533
7.7372	5.0421
7.7147	5.0421
7.6923	5.0309
7.6698	5.0309
7.6473	5.0309
7.6137	5.0309
7.5912	5.0309
7.5687	5.0309
7.5463	5.0309
7.5238	5.0309
7.5014	5.0309
7.4789	5.0309
7.4452	5.0309
7.4228	5.0309
7.4003	5.0421
7.3778	5.0421
7.3554	5.0533
7.3441	5.0309
7.3329	5.0084
7.3329	4.9859
7.3217	4.9635
7.2992	4.9410
7.2655	4.9410
7.2543	4.9073
7.2318	4.9073
7.1982	4.8961
7.1757	4.8961
7.1532	4.8849
7.1308	4.8849
7.1083	4.8849
7.0859	4.8849
7.0634	4.8849
7.0297	4.8849
7.0073	4.8849
6.9848	4.8849
6.9623	4.8849
6.9399	4.8849
6.9174	4.8849
6.8837	4.8849
6.8613	4.8736
6.8388	4.8624
6.8164	4.8512
6.7939	4.8512
6.7602	4.8287
6.7377	4.8287
6.7153	4.8399
6.6928	4.8399
6.6816	4.8624
6.6591	4.8849
6.6367	4.8961
6.6030	4.8961
6.5805	4.8961
6.5693	4.8736
6.5581	4.8512
6.5468	4.8287
6.5356	4.8063
6.5356	4.7838
6.5244	4.7613
6.5132	4.7277
6.4907	4.7164
6.4682	4.7052
6.4458	4.7052
6.4233	4.7052
6.3896	4.7164
6.3672	4.7164
6.3447	4.7277
6.3223	4.7501
6.2998	4.7501
6.2661	4.7726
6.2436	4.7726
6.2212	4.7950
6.1987	4.8063
6.1763	4.8287
6.1538	4.8399
6.1313	4.8736
6.1313	4.8961
6.1313	4.9186
6.1201	4.9410
6.1089	4.9635
6.0977	4.9972
6.0977	5.0196
6.0864	5.0421
6.0752	5.0645
6.0640	5.0870
6.0640	5.1207
6.0640	5.1431
6.0527	5.1656
6.0415	5.1881
6.0415	5.2105
6.0415	5.2330
6.0415	5.2667
6.0078	5.2667
5.9854	5.2667
5.9629	5.2667
5.9404	5.2554
5.9180	5.2442
5.8843	5.2218
5.8731	5.1993
5.8506	5.1768
5.8169	5.1544
5.7945	5.1431
5.7720	5.1431
5.7495	5.1431
5.7271	5.1431
5.6934	5.1431
5.6709	5.1431
5.6485	5.1431
5.6260	5.1431
5.6036	5.1431
5.5811	5.1431
5.5586	5.1431
5.5362	5.1207
5.5250	5.0982
5.5250	5.0758
5.5137	5.0421
5.4913	5.0196
5.4800	4.9972
5.4576	4.9859
5.4239	4.9747
5.4014	4.9635
5.3790	4.9635
5.3565	4.9635
5.3340	4.9635
5.3116	4.9635
5.2779	4.9635
5.2554	4.9747
5.2330	4.9859
5.2105	4.9972
5.1881	5.0084
5.1544	5.0309
5.1431	5.0533
5.1207	5.0758
5.1207	5.0982
5.1207	5.1319
5.1207	5.1544
5.1207	5.1768
5.1207	5.1993
5.1207	5.2218
5.1319	5.2442
5.1319	5.2779
5.1431	5.3004
5.1431	5.3228
5.1431	5.3453
5.1431	5.3677
5.1431	5.3902
5.1431	5.4127
5.1431	5.4463
5.1431	5.4688
5.1544	5.4913
5.1544	5.5137
5.1656	5.5362
5.1768	5.5586
5.1768	5.5923
5.1768	5.6148
5.1881	5.6372
5.1881	5.6597
5.1881	5.6822
5.1881	5.7046
5.1881	5.7383
5.1881	5.7608
5.2105	5.7832
5.2218	5.8057
5.2442	5.8282
5.2779	5.8506
5.2891	5.8731
5.3004	5.8955
5.3116	5.9292
5.3340	5.9517
5.3453	5.9741
5.3790	5.9966
5.4014	6.0078
5.4239	6.0191
5.4463	6.0303
5.4688	6.0303
5.5025	6.0415
5.5250	6.0527
5.5474	6.0640
5.5699	6.0640
5.5923	6.0640
5.6148	6.0640
5.6372	6.0640
5.6709	6.0640
5.6934	6.0640
5.7159	6.0640
5.7383	6.0640
5.7608	6.0527
5.7832	6.0527
5.8169	6.0415
5.8394	6.0415
5.8618	6.0415
5.8843	6.0415
5.9068	6.0415
5.9292	6.0415
5.9517	6.0415
5.9854	6.0415
6.0078	6.0527
6.0303	6.0527
6.0527	6.0527
6.0752	6.0640
6.0977	6.0640
6.1313	6.0640
6.1538	6.0640
6.1763	6.0640
6.1987	6.0640
6.2212	6.0640
6.2436	6.0640
6.2661	6.0527
6.2998	6.0415
6.3223	6.0303
6.3447	6.0303
6.3672	6.0191
