13.0197	7.0056
12.9871	7.0056
12.9384	6.9893
12.9059	6.9731
12.8734	6.9568
12.8409	6.9406
12.8084	6.9243
12.7596	6.9081
12.7596	6.8755
12.7596	6.8430
12.7108	6.8105
12.6783	6.7943
12.6458	6.8105
12.6133	6.8268
12.5645	6.8593
12.5320	6.8755
12.5158	6.9243
12.4833	6.9243
12.4345	6.9243
12.4020	6.8918
12.3695	6.8918
12.3370	6.8918
12.3045	6.8918
12.2720	6.8918
12.2232	6.8918
12.1907	6.8918
12.1582	6.8755
12.1257	6.8430
12.1257	6.8105
12.1094	6.7780
12.0932	6.7455
12.0607	6.7130
12.0281	6.6968
11.9956	6.6968
11.9469	6.6968
11.9144	6.6968
11.8819	6.6968
11.8494	6.7130
11.8168	6.7455
11.7681	6.7455
11.7356	6.7780
11.7031	6.7943
11.6706	6.8268
11.6218	6.8430
11.5893	6.8755
11.5568	6.8755
11.5243	6.9081
11.4918	6.9406
11.4592	6.9731
11.4267	7.0056
11.3780	7.0381
11.3455	7.0543
11.3130	7.0543
11.2967	7.0218
11.2479	7.0056
11.2154	7.0056
11.1829	7.0056
11.1504	7.0381
11.1179	7.0543
11.0691	7.0543
11.0366	7.0543
11.0041	7.0543
10.9716	7.0543
10.9391	7.0543
10.9066	7.0543
10.8578	7.0543
10.8253	7.0543
10.8253	7.0218
10.8253	6.9893
10.8091	6.9568
10.7766	6.9243
10.7278	6.9243
10.7116	6.9568
10.7116	6.9893
10.6953	7.0218
10.6628	7.0218
10.6303	7.0218
10.5978	7.0056
10.5653	7.0056
10.5165	7.0056
10.4840	7.0056
10.4515	7.0218
10.4190	7.0218
10.3865	7.0218
10.3540	7.0381
10.3052	7.0381
10.2727	7.0706
10.2564	7.1031
10.2564	7.1356
10.2564	7.1681
10.2727	7.2169
10.2889	7.2494
10.3215	7.2494
10.3540	7.2494
10.3702	7.2819
10.3702	7.3144
10.3540	7.3144
10.3215	7.3307
10.2889	7.3307
10.3052	7.3307
10.3377	7.3469
10.3702	7.3469
10.4190	7.3632
10.4515	7.3632
10.4840	7.3632
10.5165	7.3632
10.5490	7.3632
10.5815	7.3632
10.6303	7.3469
10.6628	7.3144
10.6953	7.3144
10.7278	7.3144
10.7603	7.3307
10.7603	7.3632
10.7603	7.3957
10.7603	7.4444
10.7441	7.4770
10.7603	7.4932
10.8091	7.4932
10.8253	7.5257
10.8253	7.5745
10.8253	7.6070
10.7766	7.6070
10.7441	7.5907
10.7278	7.5420
10.6790	7.5257
10.6465	7.5257
10.6140	7.5257
10.5815	7.5257
10.5490	7.5095
10.5165	7.5095
10.4840	7.4932
10.4352	7.5095
10.4027	7.5095
10.3702	7.5420
10.3377	7.5745
10.3377	7.6232
10.2889	7.6395
10.2564	7.6395
10.2239	7.6395
10.1914	7.6395
10.1589	7.6720
10.1101	7.6883
10.1101	7.7208
10.1101	7.7695
10.1427	7.7858
10.1752	7.8183
10.1914	7.8508
10.1914	7.8833
10.1914	7.9158
10.1914	7.9483
10.1914	7.9808
10.1914	8.0133
10.2077	8.0621
10.2239	8.0946
10.2564	8.1109
10.2889	8.1434
10.3215	8.1596
10.3702	8.1434
10.4027	8.1271
10.4352	8.1271
10.4677	8.1434
