Plot Title: 20046751,,,,,,,,
#,"Date Time, GMT+05:00","Temp, øF (LGR S/N: 20046751, SEN S/N: 20046751, LBL: T (øC))","Intensity, lum/ftý (LGR S/N: 20046751, SEN S/N: 20046751, LBL: light (lux))",Coupler Detached (LGR S/N: 20046751),Coupler Attached (LGR S/N: 20046751),Host Connected (LGR S/N: 20046751),Stopped (LGR S/N: 20046751),End Of File (LGR S/N: 20046751)
2214,02/05/2017 21:41,82.508,0,,,,,
2215,02/05/2017 21:51,82.508,0,,,,,
2216,02/05/2017 22:01,82.508,0,,,,,
2217,02/05/2017 22:11,82.508,0,,,,,
2218,02/05/2017 22:21,82.508,0,,,,,
2219,02/05/2017 22:31,82.508,0,,,,,
2220,02/05/2017 22:41,82.508,0,,,,,
2221,02/05/2017 22:51,82.508,0,,,,,
2222,02/05/2017 23:01,82.508,0,,,,,
2223,02/05/2017 23:11,82.33,0,,,,,
2224,02/05/2017 23:21,82.33,0,,,,,
2225,02/05/2017 23:31,82.33,0,,,,,
2226,02/05/2017 23:41,82.33,0,,,,,
2227,02/05/2017 23:51,82.33,0,,,,,
2228,02/06/2017 00:01,82.33,0,,,,,
2229,02/06/2017 00:11,82.152,0,,,,,
2230,02/06/2017 00:21,82.152,0,,,,,
2231,02/06/2017 00:31,82.152,0,,,,,
2232,02/06/2017 00:41,82.152,0,,,,,
2233,02/06/2017 00:51,82.152,0,,,,,
2234,02/06/2017 01:01,82.152,0,,,,,
2235,02/06/2017 01:11,82.152,0,,,,,
2236,02/06/2017 01:21,82.152,0,,,,,
2237,02/06/2017 01:31,82.152,0,,,,,
2238,02/06/2017 01:41,82.152,0,,,,,
2239,02/06/2017 01:51,82.152,0,,,,,
2240,02/06/2017 02:01,82.152,0,,,,,
2241,02/06/2017 02:11,82.152,0,,,,,
2242,02/06/2017 02:21,82.152,0,,,,,
2243,02/06/2017 02:31,81.975,0,,,,,
2244,02/06/2017 02:41,81.975,0,,,,,
2245,02/06/2017 02:51,81.975,0,,,,,
2246,02/06/2017 03:01,82.152,0,,,,,
2247,02/06/2017 03:11,81.975,0,,,,,
2248,02/06/2017 03:21,82.152,0,,,,,
2249,02/06/2017 03:31,82.152,0,,,,,
2250,02/06/2017 03:41,81.975,0,,,,,
2251,02/06/2017 03:51,81.975,0,,,,,
2252,02/06/2017 04:01,81.975,0,,,,,
2253,02/06/2017 04:11,81.975,0,,,,,
2254,02/06/2017 04:21,81.975,0,,,,,
2255,02/06/2017 04:31,81.975,0,,,,,
2256,02/06/2017 04:41,81.975,0,,,,,
2257,02/06/2017 04:51,81.975,0,,,,,
2258,02/06/2017 05:01,81.975,0,,,,,
2259,02/06/2017 05:11,81.975,0,,,,,
2260,02/06/2017 05:21,81.975,0,,,,,
2261,02/06/2017 05:31,81.975,0,,,,,
2262,02/06/2017 05:41,81.975,0,,,,,
2263,02/06/2017 05:51,81.975,0,,,,,
2264,02/06/2017 06:01,81.975,0,,,,,
2265,02/06/2017 06:11,81.975,0,,,,,
2266,02/06/2017 06:21,81.975,1,,,,,
2267,02/06/2017 06:31,81.975,4,,,,,
2268,02/06/2017 06:41,81.975,9,,,,,
2269,02/06/2017 06:51,81.975,16,,,,,
2270,02/06/2017 07:01,82.152,21,,,,,
2271,02/06/2017 07:11,82.152,35,,,,,
2272,02/06/2017 07:21,82.152,40,,,,,
2273,02/06/2017 07:31,82.152,41,,,,,
2274,02/06/2017 07:41,82.33,54,,,,,
2275,02/06/2017 07:51,82.33,59,,,,,
2276,02/06/2017 08:01,82.508,92,,,,,
2277,02/06/2017 08:11,82.508,100,,,,,
2278,02/06/2017 08:21,82.686,128,,,,,
2279,02/06/2017 08:31,82.864,152,,,,,
2280,02/06/2017 08:41,82.864,160,,,,,
2281,02/06/2017 08:51,82.864,256,,,,,
2282,02/06/2017 09:01,83.043,176,,,,,
2283,02/06/2017 09:11,83.221,200,,,,,
2284,02/06/2017 09:21,83.221,216,,,,,
2285,02/06/2017 09:31,83.221,224,,,,,
2286,02/06/2017 09:41,83.399,248,,,,,
2287,02/06/2017 09:51,83.399,256,,,,,
2288,02/06/2017 10:01,83.399,272,,,,,
2289,02/06/2017 10:11,83.399,288,,,,,
2290,02/06/2017 10:21,83.579,304,,,,,
2291,02/06/2017 10:31,83.579,288,,,,,
2292,02/06/2017 10:41,83.757,320,,,,,
2293,02/06/2017 10:51,83.579,208,,,,,
2294,02/06/2017 11:01,83.579,232,,,,,
2295,02/06/2017 11:11,83.579,200,,,,,
2296,02/06/2017 11:21,83.757,368,,,,,
2297,02/06/2017 11:31,83.757,240,,,,,
2298,02/06/2017 11:41,83.757,384,,,,,
2299,02/06/2017 11:51,83.757,400,,,,,
2300,02/06/2017 12:01,83.935,400,,,,,
2301,02/06/2017 12:11,84.115,400,,,,,
2302,02/06/2017 12:21,84.115,416,,,,,
2303,02/06/2017 12:31,84.115,480,,,,,
2304,02/06/2017 12:41,84.115,464,,,,,
2305,02/06/2017 12:51,84.115,672,,,,,
2306,02/06/2017 13:01,84.115,480,,,,,
2307,02/06/2017 13:11,84.115,480,,,,,
2308,02/06/2017 13:21,84.115,512,,,,,
2309,02/06/2017 13:31,84.115,480,,,,,
2310,02/06/2017 13:41,84.115,512,,,,,
2311,02/06/2017 13:51,84.115,480,,,,,
2312,02/06/2017 14:01,84.295,464,,,,,
2313,02/06/2017 14:11,84.295,416,,,,,
2314,02/06/2017 14:21,84.295,448,,,,,
2315,02/06/2017 14:31,84.295,480,,,,,
2316,02/06/2017 14:41,83.935,272,,,,,
2317,02/06/2017 14:51,84.115,400,,,,,
2318,02/06/2017 15:01,83.757,176,,,,,
2319,02/06/2017 15:11,84.295,1408,,,,,
2320,02/06/2017 15:21,83.935,1536,,,,,
2321,02/06/2017 15:31,83.757,464,,,,,
2322,02/06/2017 15:41,83.935,368,,,,,
2323,02/06/2017 15:51,83.935,288,,,,,
2324,02/06/2017 16:01,83.579,320,,,,,
2325,02/06/2017 16:11,83.757,256,,,,,
2326,02/06/2017 16:21,83.579,144,,,,,
2327,02/06/2017 16:31,83.757,176,,,,,
2328,02/06/2017 16:41,83.757,176,,,,,
2329,02/06/2017 16:51,83.757,144,,,,,
2330,02/06/2017 17:01,83.757,128,,,,,
2331,02/06/2017 17:11,83.399,103,,,,,
2332,02/06/2017 17:21,83.579,95,,,,,
2333,02/06/2017 17:31,83.579,59,,,,,
2334,02/06/2017 17:41,83.579,43,,,,,
2335,02/06/2017 17:51,83.579,66,,,,,
2336,02/06/2017 18:01,83.399,15,,,,,
2337,02/06/2017 18:11,83.221,7,,,,,
2338,02/06/2017 18:21,83.221,2,,,,,
2339,02/06/2017 18:31,83.221,0,,,,,
2340,02/06/2017 18:41,83.221,0,,,,,
2341,02/06/2017 18:51,83.221,0,,,,,
2342,02/06/2017 19:01,83.043,0,,,,,
2343,02/06/2017 19:11,83.043,0,,,,,
2344,02/06/2017 19:21,83.043,0,,,,,
2345,02/06/2017 19:31,83.221,0,,,,,
2346,02/06/2017 19:41,83.043,0,,,,,
2347,02/06/2017 19:51,83.043,0,,,,,
2348,02/06/2017 20:01,83.043,0,,,,,
2349,02/06/2017 20:11,83.043,0,,,,,
2350,02/06/2017 20:21,82.864,0,,,,,
2351,02/06/2017 20:31,83.043,0,,,,,
2352,02/06/2017 20:41,83.043,0,,,,,
2353,02/06/2017 20:51,82.864,0,,,,,
2354,02/06/2017 21:01,83.043,0,,,,,
2355,02/06/2017 21:11,83.043,0,,,,,
2356,02/06/2017 21:21,82.864,0,,,,,
2357,02/06/2017 21:31,83.043,0,,,,,
2358,02/06/2017 21:41,83.043,0,,,,,
2359,02/06/2017 21:51,83.043,0,,,,,
2360,02/06/2017 22:01,83.043,0,,,,,
2361,02/06/2017 22:11,83.043,0,,,,,
2362,02/06/2017 22:21,83.043,0,,,,,
2363,02/06/2017 22:31,83.043,0,,,,,
2364,02/06/2017 22:41,83.043,0,,,,,
2365,02/06/2017 22:51,83.043,0,,,,,
2366,02/06/2017 23:01,83.043,0,,,,,
2367,02/06/2017 23:11,83.043,0,,,,,
2368,02/06/2017 23:21,83.043,0,,,,,
2369,02/06/2017 23:31,82.864,0,,,,,
2370,02/06/2017 23:41,82.864,0,,,,,
2371,02/06/2017 23:51,82.864,0,,,,,
2372,02/07/2017 00:01,82.864,0,,,,,
2373,02/07/2017 00:11,82.864,0,,,,,
2374,02/07/2017 00:21,82.864,0,,,,,
2375,02/07/2017 00:31,82.864,0,,,,,
2376,02/07/2017 00:41,82.864,0,,,,,
2377,02/07/2017 00:51,82.864,0,,,,,
2378,02/07/2017 01:01,82.864,0,,,,,
2379,02/07/2017 01:11,82.864,0,,,,,
2380,02/07/2017 01:21,82.864,0,,,,,
2381,02/07/2017 01:31,82.864,0,,,,,
2382,02/07/2017 01:41,82.864,0,,,,,
2383,02/07/2017 01:51,82.864,0,,,,,
2384,02/07/2017 02:01,82.686,0,,,,,
2385,02/07/2017 02:11,82.686,0,,,,,
2386,02/07/2017 02:21,82.686,0,,,,,
2387,02/07/2017 02:31,82.686,0,,,,,
2388,02/07/2017 02:41,82.686,0,,,,,
2389,02/07/2017 02:51,82.686,0,,,,,
2390,02/07/2017 03:01,82.686,0,,,,,
2391,02/07/2017 03:11,82.508,0,,,,,
2392,02/07/2017 03:21,82.508,0,,,,,
2393,02/07/2017 03:31,82.508,0,,,,,
2394,02/07/2017 03:41,82.508,0,,,,,
2395,02/07/2017 03:51,82.686,0,,,,,
2396,02/07/2017 04:01,82.686,0,,,,,
2397,02/07/2017 04:11,82.686,0,,,,,
2398,02/07/2017 04:21,82.508,0,,,,,
2399,02/07/2017 04:31,82.508,0,,,,,
2400,02/07/2017 04:41,82.508,0,,,,,
2401,02/07/2017 04:51,82.33,0,,,,,
2402,02/07/2017 05:01,82.686,0,,,,,
2403,02/07/2017 05:11,82.686,0,,,,,
2404,02/07/2017 05:21,82.686,0,,,,,
2405,02/07/2017 05:31,82.508,0,,,,,
2406,02/07/2017 05:41,82.33,0,,,,,
2407,02/07/2017 05:51,82.508,0,,,,,
2408,02/07/2017 06:01,82.508,0,,,,,
2409,02/07/2017 06:11,82.508,0,,,,,
2410,02/07/2017 06:21,82.508,1,,,,,
2411,02/07/2017 06:31,82.508,8,,,,,
2412,02/07/2017 06:41,82.508,15,,,,,
2413,02/07/2017 06:51,82.508,21,,,,,
2414,02/07/2017 07:01,82.508,34,,,,,
2415,02/07/2017 07:11,82.864,42,,,,,
2416,02/07/2017 07:21,82.686,54,,,,,
2417,02/07/2017 07:31,82.864,64,,,,,
2418,02/07/2017 07:41,82.864,80,,,,,
2419,02/07/2017 07:51,83.043,88,,,,,
2420,02/07/2017 08:01,83.043,108,,,,,
2421,02/07/2017 08:11,83.221,115,,,,,
2422,02/07/2017 08:21,83.399,126,,,,,
2423,02/07/2017 08:31,83.579,136,,,,,
2424,02/07/2017 08:41,83.579,152,,,,,
2425,02/07/2017 08:51,83.579,160,,,,,
2426,02/07/2017 09:01,83.757,184,,,,,
2427,02/07/2017 09:11,83.757,192,,,,,
2428,02/07/2017 09:21,83.757,224,,,,,
2429,02/07/2017 09:31,83.935,216,,,,,
2430,02/07/2017 09:41,83.935,288,,,,,
2431,02/07/2017 09:51,84.115,304,,,,,
2432,02/07/2017 10:01,84.295,288,,,,,
2433,02/07/2017 10:11,84.295,288,,,,,
2434,02/07/2017 10:21,84.295,304,,,,,
2435,02/07/2017 10:31,84.474,288,,,,,
2436,02/07/2017 10:41,84.474,336,,,,,
2437,02/07/2017 10:51,84.474,336,,,,,
2438,02/07/2017 11:01,84.654,336,,,,,
2439,02/07/2017 11:11,84.474,400,,,,,
2440,02/07/2017 11:21,84.474,368,,,,,
2441,02/07/2017 11:31,84.474,448,,,,,
2442,02/07/2017 11:41,84.474,400,,,,,
2443,02/07/2017 11:51,84.474,512,,,,,
2444,02/07/2017 12:01,84.834,576,,,,,
2445,02/07/2017 12:11,84.654,448,,,,,
2446,02/07/2017 12:21,84.474,480,,,,,
2447,02/07/2017 12:31,84.654,576,,,,,
2448,02/07/2017 12:41,84.654,416,,,,,
2449,02/07/2017 12:51,84.474,416,,,,,
2450,02/07/2017 13:01,84.834,432,,,,,
2451,02/07/2017 13:11,84.834,512,,,,,
2452,02/07/2017 13:21,84.834,576,,,,,
2453,02/07/2017 13:31,84.654,992,,,,,
2454,02/07/2017 13:41,84.834,768,,,,,
2455,02/07/2017 13:51,84.474,496,,,,,
2456,02/07/2017 14:01,84.474,432,,,,,
2457,02/07/2017 14:11,84.474,464,,,,,
2458,02/07/2017 14:21,84.474,480,,,,,
2459,02/07/2017 14:31,84.474,432,,,,,
2460,02/07/2017 14:41,84.834,416,,,,,
2461,02/07/2017 14:51,84.295,480,,,,,
2462,02/07/2017 15:01,84.654,608,,,,,
2463,02/07/2017 15:11,84.834,704,,,,,
2464,02/07/2017 15:21,84.654,864,,,,,
2465,02/07/2017 15:31,84.474,1152,,,,,
2466,02/07/2017 15:41,84.115,768,,,,,
2467,02/07/2017 15:51,84.115,768,,,,,
2468,02/07/2017 16:01,84.115,368,,,,,
2469,02/07/2017 16:11,83.935,288,,,,,
2470,02/07/2017 16:21,83.757,272,,,,,
2471,02/07/2017 16:31,83.935,216,,,,,
2472,02/07/2017 16:41,84.115,240,,,,,
2473,02/07/2017 16:51,83.935,208,,,,,
2474,02/07/2017 17:01,83.579,115,,,,,
2475,02/07/2017 17:11,83.399,136,,,,,
2476,02/07/2017 17:21,83.757,113,,,,,
2477,02/07/2017 17:31,83.935,81,,,,,
2478,02/07/2017 17:41,83.579,47,,,,,
2479,02/07/2017 17:51,83.579,28,,,,,
2480,02/07/2017 18:01,83.399,15,,,,,
2481,02/07/2017 18:11,83.221,6,,,,,
2482,02/07/2017 18:21,83.221,1,,,,,
2483,02/07/2017 18:31,83.221,0,,,,,
2484,02/07/2017 18:41,83.221,0,,,,,
2485,02/07/2017 18:51,83.399,0,,,,,
2486,02/07/2017 19:01,83.221,0,,,,,
2487,02/07/2017 19:11,83.221,0,,,,,
2488,02/07/2017 19:21,83.221,0,,,,,
2489,02/07/2017 19:31,83.221,0,,,,,
2490,02/07/2017 19:41,83.221,0,,,,,
2491,02/07/2017 19:51,83.221,0,,,,,
2492,02/07/2017 20:01,83.221,0,,,,,
2493,02/07/2017 20:11,83.221,0,,,,,
2494,02/07/2017 20:21,83.399,0,,,,,
2495,02/07/2017 20:31,83.399,0,,,,,
2496,02/07/2017 20:41,83.221,0,,,,,
2497,02/07/2017 20:51,83.221,0,,,,,
2498,02/07/2017 21:01,83.399,0,,,,,
2499,02/07/2017 21:11,83.399,0,,,,,
2500,02/07/2017 21:21,83.399,0,,,,,
2501,02/07/2017 21:31,83.221,0,,,,,
2502,02/07/2017 21:41,83.221,0,,,,,
2503,02/07/2017 21:51,83.221,0,,,,,
2504,02/07/2017 22:01,83.221,0,,,,,
2505,02/07/2017 22:11,83.221,0,,,,,
2506,02/07/2017 22:21,83.221,0,,,,,
2507,02/07/2017 22:31,83.399,0,,,,,
2508,02/07/2017 22:41,83.221,0,,,,,
2509,02/07/2017 22:51,83.221,0,,,,,
2510,02/07/2017 23:01,83.399,0,,,,,
2511,02/07/2017 23:11,83.399,0,,,,,
2512,02/07/2017 23:21,83.221,0,,,,,
2513,02/07/2017 23:31,83.221,0,,,,,
2514,02/07/2017 23:41,83.221,0,,,,,
2515,02/07/2017 23:51,83.399,0,,,,,
2516,02/08/2017 00:01,83.579,0,,,,,
2517,02/08/2017 00:11,83.399,0,,,,,
2518,02/08/2017 00:21,83.221,0,,,,,
2519,02/08/2017 00:31,83.221,0,,,,,
2520,02/08/2017 00:41,83.043,0,,,,,
2521,02/08/2017 00:51,83.043,0,,,,,
2522,02/08/2017 01:01,83.221,0,,,,,
2523,02/08/2017 01:11,83.043,0,,,,,
2524,02/08/2017 01:21,83.043,0,,,,,
2525,02/08/2017 01:31,82.864,0,,,,,
2526,02/08/2017 01:41,82.864,0,,,,,
2527,02/08/2017 01:51,82.864,0,,,,,
2528,02/08/2017 02:01,82.864,0,,,,,
2529,02/08/2017 02:11,82.864,0,,,,,
2530,02/08/2017 02:21,83.043,0,,,,,
2531,02/08/2017 02:31,82.864,0,,,,,
2532,02/08/2017 02:41,82.864,0,,,,,
2533,02/08/2017 02:51,82.864,0,,,,,
2534,02/08/2017 03:01,82.864,0,,,,,
2535,02/08/2017 03:11,82.864,0,,,,,
2536,02/08/2017 03:21,82.864,0,,,,,
2537,02/08/2017 03:31,82.864,0,,,,,
2538,02/08/2017 03:41,82.864,0,,,,,
2539,02/08/2017 03:51,82.864,0,,,,,
2540,02/08/2017 04:01,82.864,0,,,,,
2541,02/08/2017 04:11,82.864,0,,,,,
2542,02/08/2017 04:21,82.864,0,,,,,
2543,02/08/2017 04:31,82.864,0,,,,,
2544,02/08/2017 04:41,82.864,0,,,,,
2545,02/08/2017 04:51,83.043,0,,,,,
2546,02/08/2017 05:01,83.043,0,,,,,
2547,02/08/2017 05:11,82.864,0,,,,,
2548,02/08/2017 05:21,82.864,0,,,,,
2549,02/08/2017 05:31,82.864,0,,,,,
2550,02/08/2017 05:41,82.686,0,,,,,
2551,02/08/2017 05:51,82.686,0,,,,,
2552,02/08/2017 06:01,82.508,0,,,,,
2553,02/08/2017 06:11,82.508,0,,,,,
2554,02/08/2017 06:21,82.864,1,,,,,
2555,02/08/2017 06:31,82.864,6,,,,,
2556,02/08/2017 06:41,82.864,13,,,,,
2557,02/08/2017 06:51,82.864,21,,,,,
2558,02/08/2017 07:01,83.043,32,,,,,
2559,02/08/2017 07:11,82.864,42,,,,,
2560,02/08/2017 07:21,83.043,55,,,,,
2561,02/08/2017 07:31,83.221,70,,,,,
2562,02/08/2017 07:41,83.221,76,,,,,
2563,02/08/2017 07:51,83.221,95,,,,,
2564,02/08/2017 08:01,83.399,105,,,,,
2565,02/08/2017 08:11,83.579,126,,,,,
2566,02/08/2017 08:21,83.579,136,,,,,
2567,02/08/2017 08:31,83.757,144,,,,,
2568,02/08/2017 08:41,83.757,152,,,,,
2569,02/08/2017 08:51,83.935,192,,,,,
2570,02/08/2017 09:01,83.935,216,,,,,
2571,02/08/2017 09:11,83.935,192,,,,,
2572,02/08/2017 09:21,83.935,216,,,,,
2573,02/08/2017 09:31,83.935,256,,,,,
2574,02/08/2017 09:41,84.115,232,,,,,
2575,02/08/2017 09:51,84.115,248,,,,,
2576,02/08/2017 10:01,84.115,320,,,,,
2577,02/08/2017 10:11,84.295,432,,,,,
2578,02/08/2017 10:21,84.474,400,,,,,
2579,02/08/2017 10:31,84.654,480,,,,,
2580,02/08/2017 10:41,84.654,384,,,,,
2581,02/08/2017 10:51,84.654,512,,,,,
2582,02/08/2017 11:01,84.834,352,,,,,
2583,02/08/2017 11:11,84.834,336,,,,,
2584,02/08/2017 11:21,84.834,320,,,,,
2585,02/08/2017 11:31,85.014,384,,,,,
2586,02/08/2017 11:41,85.014,352,,,,,
2587,02/08/2017 11:51,85.014,384,,,,,
2588,02/08/2017 12:01,85.194,480,,,,,
2589,02/08/2017 12:11,85.374,400,,,,,
2590,02/08/2017 12:21,85.014,672,,,,,
2591,02/08/2017 12:31,85.194,448,,,,,
2592,02/08/2017 12:41,85.194,608,,,,,
2593,02/08/2017 12:51,85.374,672,,,,,
2594,02/08/2017 13:01,85.194,304,,,,,
2595,02/08/2017 13:11,85.014,448,,,,,
2596,02/08/2017 13:21,85.014,464,,,,,
2597,02/08/2017 13:31,85.194,368,,,,,
2598,02/08/2017 13:41,85.194,576,,,,,
2599,02/08/2017 13:51,85.194,576,,,,,
2600,02/08/2017 14:01,85.194,672,,,,,
2601,02/08/2017 14:11,85.374,496,,,,,
2602,02/08/2017 14:21,85.194,576,,,,,
2603,02/08/2017 14:31,85.194,480,,,,,
2604,02/08/2017 14:41,85.014,480,,,,,
2605,02/08/2017 14:51,84.834,480,,,,,
2606,02/08/2017 15:01,85.014,704,,,,,
2607,02/08/2017 15:11,85.014,480,,,,,
2608,02/08/2017 15:21,85.014,1088,,,,,
2609,02/08/2017 15:31,84.834,432,,,,,
2610,02/08/2017 15:41,85.014,1536,,,,,
2611,02/08/2017 15:51,85.014,800,,,,,
2612,02/08/2017 16:01,84.834,896,,,,,
2613,02/08/2017 16:11,84.834,496,,,,,
2614,02/08/2017 16:21,84.834,320,,,,,
2615,02/08/2017 16:31,84.834,576,,,,,
2616,02/08/2017 16:41,84.474,576,,,,,
2617,02/08/2017 16:51,84.295,384,,,,,
2618,02/08/2017 17:01,84.295,176,,,,,
2619,02/08/2017 17:11,84.295,120,,,,,
2620,02/08/2017 17:21,84.295,79,,,,,
2621,02/08/2017 17:31,84.115,64,,,,,
2622,02/08/2017 17:41,84.474,47,,,,,
2623,02/08/2017 17:51,84.295,31,,,,,
2624,02/08/2017 18:01,83.935,20,,,,,
2625,02/08/2017 18:11,83.935,7,,,,,
2626,02/08/2017 18:21,83.935,2,,,,,
2627,02/08/2017 18:31,83.935,0,,,,,
2628,02/08/2017 18:41,84.474,0,,,,,
2629,02/08/2017 18:51,84.115,0,,,,,
2630,02/08/2017 19:01,83.935,0,,,,,
2631,02/08/2017 19:11,83.935,0,,,,,
2632,02/08/2017 19:21,83.757,0,,,,,
2633,02/08/2017 19:31,83.579,0,,,,,
2634,02/08/2017 19:41,83.935,0,,,,,
2635,02/08/2017 19:51,83.935,0,,,,,
2636,02/08/2017 20:01,83.757,0,,,,,
2637,02/08/2017 20:11,83.757,0,,,,,
2638,02/08/2017 20:21,83.935,0,,,,,
2639,02/08/2017 20:31,83.935,0,,,,,
2640,02/08/2017 20:41,83.935,0,,,,,
2641,02/08/2017 20:51,83.579,0,,,,,
2642,02/08/2017 21:01,83.935,0,,,,,
2643,02/08/2017 21:11,83.935,0,,,,,
2644,02/08/2017 21:21,83.935,0,,,,,
2645,02/08/2017 21:31,83.935,0,,,,,
2646,02/08/2017 21:41,84.115,0,,,,,
2647,02/08/2017 21:51,83.579,0,,,,,
2648,02/08/2017 22:01,83.399,0,,,,,
2649,02/08/2017 22:11,83.221,0,,,,,
2650,02/08/2017 22:21,83.221,0,,,,,
2651,02/08/2017 22:31,83.757,0,,,,,
2652,02/08/2017 22:41,83.757,0,,,,,
2653,02/08/2017 22:51,83.221,0,,,,,
2654,02/08/2017 23:01,83.399,0,,,,,
2655,02/08/2017 23:11,83.221,0,,,,,
2656,02/08/2017 23:21,83.399,0,,,,,
2657,02/08/2017 23:31,83.043,0,,,,,
2658,02/08/2017 23:41,83.399,0,,,,,
2659,02/08/2017 23:51,83.399,0,,,,,
2660,02/09/2017 00:01,83.221,0,,,,,
2661,02/09/2017 00:11,83.043,0,,,,,
2662,02/09/2017 00:21,83.043,0,,,,,
2663,02/09/2017 00:31,83.221,0,,,,,
2664,02/09/2017 00:41,83.043,0,,,,,
2665,02/09/2017 00:51,83.043,0,,,,,
2666,02/09/2017 01:01,83.043,0,,,,,
2667,02/09/2017 01:11,83.043,0,,,,,
2668,02/09/2017 01:21,83.043,0,,,,,
2669,02/09/2017 01:31,83.043,0,,,,,
2670,02/09/2017 01:41,83.043,0,,,,,
2671,02/09/2017 01:51,83.043,0,,,,,
2672,02/09/2017 02:01,83.043,0,,,,,
2673,02/09/2017 02:11,83.043,0,,,,,
2674,02/09/2017 02:21,83.043,0,,,,,
2675,02/09/2017 02:31,83.043,0,,,,,
2676,02/09/2017 02:41,83.043,0,,,,,
2677,02/09/2017 02:51,83.043,0,,,,,
2678,02/09/2017 03:01,83.043,0,,,,,
2679,02/09/2017 03:11,83.043,0,,,,,
2680,02/09/2017 03:21,83.043,0,,,,,
2681,02/09/2017 03:31,83.043,0,,,,,
2682,02/09/2017 03:41,82.864,0,,,,,
2683,02/09/2017 03:51,83.043,0,,,,,
2684,02/09/2017 04:01,83.043,0,,,,,
2685,02/09/2017 04:11,82.864,0,,,,,
2686,02/09/2017 04:21,82.864,0,,,,,
2687,02/09/2017 04:31,83.043,0,,,,,
2688,02/09/2017 04:41,83.043,0,,,,,
2689,02/09/2017 04:51,83.043,0,,,,,
2690,02/09/2017 05:01,83.043,0,,,,,
2691,02/09/2017 05:11,83.043,0,,,,,
2692,02/09/2017 05:21,82.864,0,,,,,
2693,02/09/2017 05:31,82.864,0,,,,,
2694,02/09/2017 05:41,82.864,0,,,,,
2695,02/09/2017 05:51,82.686,0,,,,,
2696,02/09/2017 06:01,82.508,0,,,,,
2697,02/09/2017 06:11,82.864,0,,,,,
2698,02/09/2017 06:21,83.043,3,,,,,
2699,02/09/2017 06:31,83.043,10,,,,,
2700,02/09/2017 06:41,83.043,21,,,,,
2701,02/09/2017 06:51,83.043,33,,,,,
2702,02/09/2017 07:01,83.043,45,,,,,
2703,02/09/2017 07:11,83.221,59,,,,,
2704,02/09/2017 07:21,83.221,74,,,,,
2705,02/09/2017 07:31,83.399,88,,,,,
2706,02/09/2017 07:41,83.399,101,,,,,
2707,02/09/2017 07:51,83.399,115,,,,,
2708,02/09/2017 08:01,83.579,128,,,,,
2709,02/09/2017 08:11,83.579,144,,,,,
2710,02/09/2017 08:21,83.757,152,,,,,
2711,02/09/2017 08:31,83.935,168,,,,,
2712,02/09/2017 08:41,83.935,192,,,,,
2713,02/09/2017 08:51,83.935,208,,,,,
2714,02/09/2017 09:01,83.935,224,,,,,
2715,02/09/2017 09:11,84.115,232,,,,,
2716,02/09/2017 09:21,84.295,216,,,,,
2717,02/09/2017 09:31,84.295,232,,,,,
2718,02/09/2017 09:41,84.474,224,,,,,
2719,02/09/2017 09:51,84.654,272,,,,,
2720,02/09/2017 10:01,84.834,256,,,,,
2721,02/09/2017 10:11,84.834,248,,,,,
2722,02/09/2017 10:21,84.834,288,,,,,
2723,02/09/2017 10:31,85.014,320,,,,,
2724,02/09/2017 10:41,84.834,288,,,,,
2725,02/09/2017 10:51,84.834,272,,,,,
2726,02/09/2017 11:01,85.194,336,,,,,
2727,02/09/2017 11:11,85.194,304,,,,,
2728,02/09/2017 11:21,85.014,800,,,,,
2729,02/09/2017 11:31,85.194,864,,,,,
2730,02/09/2017 11:41,85.014,768,,,,,
2731,02/09/2017 11:51,85.374,368,,,,,
2732,02/09/2017 12:01,85.194,384,,,,,
2733,02/09/2017 12:11,85.014,432,,,,,
2734,02/09/2017 12:21,85.374,496,,,,,
2735,02/09/2017 12:31,85.194,496,,,,,
2736,02/09/2017 12:41,85.194,576,,,,,
2737,02/09/2017 12:51,85.374,608,,,,,
2738,02/09/2017 13:01,85.374,576,,,,,
2739,02/09/2017 13:11,84.834,256,,,,,
2740,02/09/2017 13:21,85.194,512,,,,,
2741,02/09/2017 13:31,84.834,496,,,,,
2742,02/09/2017 13:41,85.014,368,,,,,
2743,02/09/2017 13:51,84.834,496,,,,,
2744,02/09/2017 14:01,84.834,384,,,,,
2745,02/09/2017 14:11,85.014,512,,,,,
2746,02/09/2017 14:21,85.014,512,,,,,
2747,02/09/2017 14:31,85.014,864,,,,,
2748,02/09/2017 14:41,85.014,864,,,,,
2749,02/09/2017 14:51,85.194,608,,,,,
2750,02/09/2017 15:01,84.654,288,,,,,
2751,02/09/2017 15:11,84.834,304,,,,,
2752,02/09/2017 15:21,84.474,336,,,,,
2753,02/09/2017 15:31,85.014,224,,,,,
2754,02/09/2017 15:41,84.474,336,,,,,
2755,02/09/2017 15:51,85.014,512,,,,,
2756,02/09/2017 16:01,84.834,672,,,,,
2757,02/09/2017 16:11,84.474,336,,,,,
2758,02/09/2017 16:21,84.474,608,,,,,
2759,02/09/2017 16:31,84.474,416,,,,,
2760,02/09/2017 16:41,84.474,200,,,,,
2761,02/09/2017 16:51,84.295,216,,,,,
2762,02/09/2017 17:01,84.295,192,,,,,
2763,02/09/2017 17:11,84.295,116,,,,,
2764,02/09/2017 17:21,84.115,94,,,,,
