Plot Title: 20046751,,,,,,,,
#,"Date Time, GMT+05:00","Temp, øF (LGR S/N: 20046751, SEN S/N: 20046751, LBL: T (øC))","Intensity, lum/ftý (LGR S/N: 20046751, SEN S/N: 20046751, LBL: light (lux))",Coupler Detached (LGR S/N: 20046751),Coupler Attached (LGR S/N: 20046751),Host Connected (LGR S/N: 20046751),Stopped (LGR S/N: 20046751),End Of File (LGR S/N: 20046751)
1663,02/02/2017 01:51,83.043,0,,,,,
1664,02/02/2017 02:01,83.043,0,,,,,
1665,02/02/2017 02:11,83.043,0,,,,,
1666,02/02/2017 02:21,83.043,0,,,,,
1667,02/02/2017 02:31,83.043,0,,,,,
1668,02/02/2017 02:41,83.043,0,,,,,
1669,02/02/2017 02:51,83.221,0,,,,,
1670,02/02/2017 03:01,83.221,0,,,,,
1671,02/02/2017 03:11,83.221,0,,,,,
1672,02/02/2017 03:21,83.221,0,,,,,
1673,02/02/2017 03:31,83.221,0,,,,,
1674,02/02/2017 03:41,83.043,0,,,,,
1675,02/02/2017 03:51,83.043,0,,,,,
1676,02/02/2017 04:01,83.043,0,,,,,
1677,02/02/2017 04:11,83.043,0,,,,,
1678,02/02/2017 04:21,83.043,0,,,,,
1679,02/02/2017 04:31,83.043,0,,,,,
1680,02/02/2017 04:41,83.043,0,,,,,
1681,02/02/2017 04:51,83.043,0,,,,,
1682,02/02/2017 05:01,83.043,0,,,,,
1683,02/02/2017 05:11,83.043,0,,,,,
1684,02/02/2017 05:21,83.043,0,,,,,
1685,02/02/2017 05:31,83.043,0,,,,,
1686,02/02/2017 05:41,83.043,0,,,,,
1687,02/02/2017 05:51,83.043,0,,,,,
1688,02/02/2017 06:01,83.043,0,,,,,
1689,02/02/2017 06:11,83.043,0,,,,,
1690,02/02/2017 06:21,83.043,2,,,,,
1691,02/02/2017 06:31,83.043,8,,,,,
1692,02/02/2017 06:41,83.043,18,,,,,
1693,02/02/2017 06:51,83.043,27,,,,,
1694,02/02/2017 07:01,83.043,28,,,,,
1695,02/02/2017 07:11,83.221,54,,,,,
1696,02/02/2017 07:21,83.221,41,,,,,
1697,02/02/2017 07:31,83.399,84,,,,,
1698,02/02/2017 07:41,83.221,42,,,,,
1699,02/02/2017 07:51,83.579,117,,,,,
1700,02/02/2017 08:01,83.757,93,,,,,
1701,02/02/2017 08:11,83.221,52,,,,,
1702,02/02/2017 08:21,84.115,256,,,,,
1703,02/02/2017 08:31,83.757,160,,,,,
1704,02/02/2017 08:41,84.115,208,,,,,
1705,02/02/2017 08:51,84.115,184,,,,,
1706,02/02/2017 09:01,84.295,232,,,,,
1707,02/02/2017 09:11,84.474,216,,,,,
1708,02/02/2017 09:21,83.935,85,,,,,
1709,02/02/2017 09:31,84.474,336,,,,,
1710,02/02/2017 09:41,84.654,288,,,,,
1711,02/02/2017 09:51,84.654,336,,,,,
1712,02/02/2017 10:01,84.834,336,,,,,
1713,02/02/2017 10:11,84.474,128,,,,,
1714,02/02/2017 10:21,84.654,352,,,,,
1715,02/02/2017 10:31,85.194,368,,,,,
1716,02/02/2017 10:41,85.194,608,,,,,
1717,02/02/2017 10:51,85.194,352,,,,,
1718,02/02/2017 11:01,85.014,336,,,,,
1719,02/02/2017 11:11,85.014,400,,,,,
1720,02/02/2017 11:21,85.194,416,,,,,
1721,02/02/2017 11:31,85.194,416,,,,,
1722,02/02/2017 11:41,85.014,496,,,,,
1723,02/02/2017 11:51,85.014,432,,,,,
1724,02/02/2017 12:01,85.194,480,,,,,
1725,02/02/2017 12:11,85.194,512,,,,,
1726,02/02/2017 12:21,85.374,480,,,,,
1727,02/02/2017 12:31,85.374,480,,,,,
1728,02/02/2017 12:41,85.194,480,,,,,
1729,02/02/2017 12:51,85.735,768,,,,,
1730,02/02/2017 13:01,85.735,800,,,,,
1731,02/02/2017 13:11,85.554,704,,,,,
1732,02/02/2017 13:21,85.554,576,,,,,
1733,02/02/2017 13:31,85.374,480,,,,,
1734,02/02/2017 13:41,85.374,576,,,,,
1735,02/02/2017 13:51,85.735,608,,,,,
1736,02/02/2017 14:01,85.915,672,,,,,
1737,02/02/2017 14:11,84.115,77,,,,,
1738,02/02/2017 14:21,83.757,73,,,,,
1739,02/02/2017 14:31,85.014,128,,,,,
1740,02/02/2017 14:41,85.554,144,,,,,
1741,02/02/2017 14:51,84.834,192,,,,,
1742,02/02/2017 15:01,85.194,320,,,,,
1743,02/02/2017 15:11,85.735,216,,,,,
1744,02/02/2017 15:21,85.735,896,,,,,
1745,02/02/2017 15:31,86.097,512,,,,,
1746,02/02/2017 15:41,85.194,160,,,,,
1747,02/02/2017 15:51,85.194,352,,,,,
1748,02/02/2017 16:01,84.834,256,,,,,
1749,02/02/2017 16:11,85.014,512,,,,,
1750,02/02/2017 16:21,85.014,432,,,,,
1751,02/02/2017 16:31,84.834,416,,,,,
1752,02/02/2017 16:41,84.474,320,,,,,
1753,02/02/2017 16:51,84.654,304,,,,,
1754,02/02/2017 17:01,84.654,288,,,,,
1755,02/02/2017 17:11,84.295,192,,,,,
1756,02/02/2017 17:21,84.115,93,,,,,
1757,02/02/2017 17:31,83.935,74,,,,,
1758,02/02/2017 17:41,83.935,52,,,,,
1759,02/02/2017 17:51,83.935,28,,,,,
1760,02/02/2017 18:01,83.757,19,,,,,
1761,02/02/2017 18:11,83.757,7,,,,,
1762,02/02/2017 18:21,83.579,2,,,,,
1763,02/02/2017 18:31,83.579,0,,,,,
1764,02/02/2017 18:41,83.579,0,,,,,
1765,02/02/2017 18:51,83.579,0,,,,,
1766,02/02/2017 19:01,83.579,0,,,,,
1767,02/02/2017 19:11,83.579,0,,,,,
1768,02/02/2017 19:21,83.757,0,,,,,
1769,02/02/2017 19:31,83.757,0,,,,,
1770,02/02/2017 19:41,83.757,0,,,,,
1771,02/02/2017 19:51,83.757,0,,,,,
1772,02/02/2017 20:01,83.757,0,,,,,
1773,02/02/2017 20:11,83.579,0,,,,,
1774,02/02/2017 20:21,83.579,0,,,,,
1775,02/02/2017 20:31,83.579,0,,,,,
1776,02/02/2017 20:41,83.579,0,,,,,
1777,02/02/2017 20:51,83.579,0,,,,,
1778,02/02/2017 21:01,83.399,0,,,,,
1779,02/02/2017 21:11,83.221,0,,,,,
1780,02/02/2017 21:21,83.579,0,,,,,
1781,02/02/2017 21:31,83.579,0,,,,,
1782,02/02/2017 21:41,83.579,0,,,,,
1783,02/02/2017 21:51,83.579,0,,,,,
1784,02/02/2017 22:01,83.579,0,,,,,
1785,02/02/2017 22:11,83.399,0,,,,,
1786,02/02/2017 22:21,83.399,0,,,,,
1787,02/02/2017 22:31,83.579,0,,,,,
1788,02/02/2017 22:41,83.399,0,,,,,
1789,02/02/2017 22:51,83.399,0,,,,,
1790,02/02/2017 23:01,83.399,0,,,,,
1791,02/02/2017 23:11,83.399,0,,,,,
1792,02/02/2017 23:21,83.399,0,,,,,
1793,02/02/2017 23:31,83.399,0,,,,,
1794,02/02/2017 23:41,83.399,0,,,,,
1795,02/02/2017 23:51,83.399,0,,,,,
1796,02/03/2017 00:01,83.399,0,,,,,
1797,02/03/2017 00:11,83.399,0,,,,,
1798,02/03/2017 00:21,83.399,0,,,,,
1799,02/03/2017 00:31,83.399,0,,,,,
1800,02/03/2017 00:41,83.399,0,,,,,
1801,02/03/2017 00:51,83.399,0,,,,,
1802,02/03/2017 01:01,83.399,0,,,,,
1803,02/03/2017 01:11,83.399,0,,,,,
1804,02/03/2017 01:21,83.399,0,,,,,
1805,02/03/2017 01:31,83.399,0,,,,,
1806,02/03/2017 01:41,83.221,0,,,,,
1807,02/03/2017 01:51,83.221,0,,,,,
1808,02/03/2017 02:01,83.043,0,,,,,
1809,02/03/2017 02:11,82.686,0,,,,,
1810,02/03/2017 02:21,83.043,0,,,,,
1811,02/03/2017 02:31,82.686,0,,,,,
1812,02/03/2017 02:41,82.508,0,,,,,
1813,02/03/2017 02:51,82.864,0,,,,,
1814,02/03/2017 03:01,82.686,0,,,,,
1815,02/03/2017 03:11,82.864,0,,,,,
1816,02/03/2017 03:21,82.864,0,,,,,
1817,02/03/2017 03:31,82.864,0,,,,,
1818,02/03/2017 03:41,83.043,0,,,,,
1819,02/03/2017 03:51,83.043,0,,,,,
1820,02/03/2017 04:01,83.043,0,,,,,
1821,02/03/2017 04:11,83.043,0,,,,,
1822,02/03/2017 04:21,83.043,0,,,,,
1823,02/03/2017 04:31,83.043,0,,,,,
1824,02/03/2017 04:41,83.043,0,,,,,
1825,02/03/2017 04:51,82.864,0,,,,,
1826,02/03/2017 05:01,83.043,0,,,,,
1827,02/03/2017 05:11,83.043,0,,,,,
1828,02/03/2017 05:21,83.043,0,,,,,
1829,02/03/2017 05:31,83.043,0,,,,,
1830,02/03/2017 05:41,83.043,0,,,,,
1831,02/03/2017 05:51,83.043,0,,,,,
1832,02/03/2017 06:01,83.043,0,,,,,
1833,02/03/2017 06:11,83.043,0,,,,,
1834,02/03/2017 06:21,83.043,1,,,,,
1835,02/03/2017 06:31,83.043,6,,,,,
1836,02/03/2017 06:41,83.043,13,,,,,
1837,02/03/2017 06:51,83.043,21,,,,,
1838,02/03/2017 07:01,83.043,28,,,,,
1839,02/03/2017 07:11,83.221,44,,,,,
1840,02/03/2017 07:21,83.221,59,,,,,
1841,02/03/2017 07:31,83.221,73,,,,,
1842,02/03/2017 07:41,83.221,78,,,,,
1843,02/03/2017 07:51,83.399,110,,,,,
1844,02/03/2017 08:01,83.399,115,,,,,
1845,02/03/2017 08:11,83.399,136,,,,,
1846,02/03/2017 08:21,83.579,144,,,,,
1847,02/03/2017 08:31,83.757,176,,,,,
1848,02/03/2017 08:41,83.935,168,,,,,
1849,02/03/2017 08:51,83.935,208,,,,,
1850,02/03/2017 09:01,84.115,200,,,,,
1851,02/03/2017 09:11,84.115,224,,,,,
1852,02/03/2017 09:21,84.115,240,,,,,
1853,02/03/2017 09:31,84.115,256,,,,,
1854,02/03/2017 09:41,84.295,272,,,,,
1855,02/03/2017 09:51,84.474,272,,,,,
1856,02/03/2017 10:01,84.474,304,,,,,
1857,02/03/2017 10:11,84.654,272,,,,,
1858,02/03/2017 10:21,84.834,352,,,,,
1859,02/03/2017 10:31,84.834,320,,,,,
1860,02/03/2017 10:41,84.654,432,,,,,
1861,02/03/2017 10:51,84.834,400,,,,,
1862,02/03/2017 11:01,84.834,400,,,,,
1863,02/03/2017 11:11,85.014,368,,,,,
1864,02/03/2017 11:21,85.014,416,,,,,
1865,02/03/2017 11:31,84.834,208,,,,,
1866,02/03/2017 11:41,85.014,496,,,,,
1867,02/03/2017 11:51,85.194,448,,,,,
1868,02/03/2017 12:01,85.194,480,,,,,
1869,02/03/2017 12:11,85.014,496,,,,,
1870,02/03/2017 12:21,85.014,576,,,,,
1871,02/03/2017 12:31,84.834,192,,,,,
1872,02/03/2017 12:41,85.014,480,,,,,
1873,02/03/2017 12:51,85.014,432,,,,,
1874,02/03/2017 13:01,85.014,432,,,,,
1875,02/03/2017 13:11,85.014,480,,,,,
1876,02/03/2017 13:21,85.014,416,,,,,
1877,02/03/2017 13:31,85.194,480,,,,,
1878,02/03/2017 13:41,85.194,432,,,,,
1879,02/03/2017 13:51,85.554,416,,,,,
1880,02/03/2017 14:01,85.374,480,,,,,
1881,02/03/2017 14:11,85.554,576,,,,,
1882,02/03/2017 14:21,85.554,432,,,,,
1883,02/03/2017 14:31,85.554,480,,,,,
1884,02/03/2017 14:41,85.915,416,,,,,
1885,02/03/2017 14:51,85.014,496,,,,,
1886,02/03/2017 15:01,84.834,400,,,,,
1887,02/03/2017 15:11,85.194,384,,,,,
1888,02/03/2017 15:21,84.834,288,,,,,
1889,02/03/2017 15:31,85.014,336,,,,,
1890,02/03/2017 15:41,85.014,480,,,,,
1891,02/03/2017 15:51,85.014,368,,,,,
1892,02/03/2017 16:01,84.654,800,,,,,
1893,02/03/2017 16:11,84.834,672,,,,,
1894,02/03/2017 16:21,84.654,608,,,,,
1895,02/03/2017 16:31,84.295,608,,,,,
1896,02/03/2017 16:41,84.295,336,,,,,
1897,02/03/2017 16:51,84.115,304,,,,,
1898,02/03/2017 17:01,83.757,304,,,,,
1899,02/03/2017 17:11,83.935,136,,,,,
1900,02/03/2017 17:21,83.757,123,,,,,
1901,02/03/2017 17:31,83.579,87,,,,,
1902,02/03/2017 17:41,83.757,47,,,,,
1903,02/03/2017 17:51,83.579,47,,,,,
1904,02/03/2017 18:01,83.221,31,,,,,
1905,02/03/2017 18:11,83.221,9,,,,,
1906,02/03/2017 18:21,83.221,1,,,,,
1907,02/03/2017 18:31,83.043,0,,,,,
1908,02/03/2017 18:41,83.043,0,,,,,
1909,02/03/2017 18:51,83.043,0,,,,,
1910,02/03/2017 19:01,83.043,0,,,,,
1911,02/03/2017 19:11,83.043,0,,,,,
1912,02/03/2017 19:21,82.864,0,,,,,
1913,02/03/2017 19:31,82.864,0,,,,,
1914,02/03/2017 19:41,82.864,0,,,,,
1915,02/03/2017 19:51,82.864,0,,,,,
1916,02/03/2017 20:01,82.864,0,,,,,
1917,02/03/2017 20:11,82.864,0,,,,,
1918,02/03/2017 20:21,82.864,0,,,,,
1919,02/03/2017 20:31,82.686,0,,,,,
1920,02/03/2017 20:41,82.686,0,,,,,
1921,02/03/2017 20:51,82.686,0,,,,,
1922,02/03/2017 21:01,82.686,0,,,,,
1923,02/03/2017 21:11,82.686,0,,,,,
1924,02/03/2017 21:21,82.686,0,,,,,
1925,02/03/2017 21:31,82.686,0,,,,,
1926,02/03/2017 21:41,82.686,0,,,,,
1927,02/03/2017 21:51,82.686,0,,,,,
1928,02/03/2017 22:01,82.686,0,,,,,
1929,02/03/2017 22:11,82.508,0,,,,,
1930,02/03/2017 22:21,82.508,0,,,,,
1931,02/03/2017 22:31,82.686,0,,,,,
1932,02/03/2017 22:41,82.508,0,,,,,
1933,02/03/2017 22:51,82.686,0,,,,,
1934,02/03/2017 23:01,82.33,0,,,,,
1935,02/03/2017 23:11,82.33,0,,,,,
1936,02/03/2017 23:21,82.33,0,,,,,
1937,02/03/2017 23:31,82.33,0,,,,,
1938,02/03/2017 23:41,82.33,0,,,,,
1939,02/03/2017 23:51,82.508,0,,,,,
1940,02/04/2017 00:01,82.508,0,,,,,
1941,02/04/2017 00:11,82.686,0,,,,,
1942,02/04/2017 00:21,82.686,0,,,,,
1943,02/04/2017 00:31,82.686,0,,,,,
1944,02/04/2017 00:41,82.152,0,,,,,
1945,02/04/2017 00:51,82.152,0,,,,,
1946,02/04/2017 01:01,82.33,0,,,,,
1947,02/04/2017 01:11,82.686,0,,,,,
1948,02/04/2017 01:21,82.686,0,,,,,
1949,02/04/2017 01:31,82.686,0,,,,,
1950,02/04/2017 01:41,82.686,0,,,,,
1951,02/04/2017 01:51,82.686,0,,,,,
1952,02/04/2017 02:01,82.508,0,,,,,
1953,02/04/2017 02:11,82.508,0,,,,,
1954,02/04/2017 02:21,82.33,0,,,,,
1955,02/04/2017 02:31,82.152,0,,,,,
1956,02/04/2017 02:41,82.152,0,,,,,
1957,02/04/2017 02:51,81.621,0,,,,,
1958,02/04/2017 03:01,81.797,0,,,,,
1959,02/04/2017 03:11,81.975,0,,,,,
1960,02/04/2017 03:21,82.152,0,,,,,
1961,02/04/2017 03:31,82.33,0,,,,,
1962,02/04/2017 03:41,82.33,0,,,,,
1963,02/04/2017 03:51,82.508,0,,,,,
1964,02/04/2017 04:01,82.508,0,,,,,
1965,02/04/2017 04:11,82.508,0,,,,,
1966,02/04/2017 04:21,82.508,0,,,,,
1967,02/04/2017 04:31,82.508,0,,,,,
1968,02/04/2017 04:41,82.508,0,,,,,
1969,02/04/2017 04:51,82.508,0,,,,,
1970,02/04/2017 05:01,82.508,0,,,,,
1971,02/04/2017 05:11,82.686,0,,,,,
1972,02/04/2017 05:21,82.686,0,,,,,
1973,02/04/2017 05:31,82.686,0,,,,,
1974,02/04/2017 05:41,82.686,0,,,,,
1975,02/04/2017 05:51,82.686,0,,,,,
1976,02/04/2017 06:01,82.686,0,,,,,
1977,02/04/2017 06:11,82.686,0,,,,,
1978,02/04/2017 06:21,82.686,1,,,,,
1979,02/04/2017 06:31,82.686,6,,,,,
1980,02/04/2017 06:41,82.686,11,,,,,
1981,02/04/2017 06:51,82.686,19,,,,,
1982,02/04/2017 07:01,82.686,31,,,,,
1983,02/04/2017 07:11,82.864,42,,,,,
1984,02/04/2017 07:21,83.043,52,,,,,
1985,02/04/2017 07:31,83.043,70,,,,,
1986,02/04/2017 07:41,83.221,88,,,,,
1987,02/04/2017 07:51,83.221,97,,,,,
1988,02/04/2017 08:01,83.399,110,,,,,
1989,02/04/2017 08:11,83.399,122,,,,,
1990,02/04/2017 08:21,83.579,136,,,,,
1991,02/04/2017 08:31,83.579,160,,,,,
1992,02/04/2017 08:41,83.757,176,,,,,
1993,02/04/2017 08:51,83.757,176,,,,,
1994,02/04/2017 09:01,83.935,200,,,,,
1995,02/04/2017 09:11,83.935,192,,,,,
1996,02/04/2017 09:21,84.115,256,,,,,
1997,02/04/2017 09:31,84.115,256,,,,,
1998,02/04/2017 09:41,84.295,256,,,,,
1999,02/04/2017 09:51,84.295,256,,,,,
2000,02/04/2017 10:01,84.295,336,,,,,
2001,02/04/2017 10:11,84.474,304,,,,,
2002,02/04/2017 10:21,84.474,304,,,,,
2003,02/04/2017 10:31,84.474,272,,,,,
2004,02/04/2017 10:41,84.474,368,,,,,
2005,02/04/2017 10:51,84.474,336,,,,,
2006,02/04/2017 11:01,84.654,320,,,,,
2007,02/04/2017 11:11,84.654,352,,,,,
2008,02/04/2017 11:21,84.834,384,,,,,
2009,02/04/2017 11:31,84.654,384,,,,,
2010,02/04/2017 11:41,84.654,232,,,,,
2011,02/04/2017 11:51,84.654,480,,,,,
2012,02/04/2017 12:01,84.474,400,,,,,
2013,02/04/2017 12:11,84.654,400,,,,,
2014,02/04/2017 12:21,84.834,432,,,,,
2015,02/04/2017 12:31,84.474,496,,,,,
2016,02/04/2017 12:41,84.654,512,,,,,
2017,02/04/2017 12:51,84.654,512,,,,,
2018,02/04/2017 13:01,84.474,336,,,,,
2019,02/04/2017 13:11,84.474,496,,,,,
2020,02/04/2017 13:21,84.654,608,,,,,
2021,02/04/2017 13:31,84.474,480,,,,,
2022,02/04/2017 13:41,84.654,496,,,,,
2023,02/04/2017 13:51,84.654,432,,,,,
2024,02/04/2017 14:01,84.295,512,,,,,
2025,02/04/2017 14:11,84.834,480,,,,,
2026,02/04/2017 14:21,85.014,512,,,,,
2027,02/04/2017 14:31,85.014,704,,,,,
2028,02/04/2017 14:41,85.554,1088,,,,,
2029,02/04/2017 14:51,85.194,800,,,,,
2030,02/04/2017 15:01,85.554,768,,,,,
2031,02/04/2017 15:11,84.834,336,,,,,
2032,02/04/2017 15:21,85.014,320,,,,,
2033,02/04/2017 15:31,84.654,464,,,,,
2034,02/04/2017 15:41,84.834,576,,,,,
2035,02/04/2017 15:51,84.474,192,,,,,
2036,02/04/2017 16:01,84.474,320,,,,,
2037,02/04/2017 16:11,84.115,184,,,,,
2038,02/04/2017 16:21,84.115,336,,,,,
2039,02/04/2017 16:31,83.935,232,,,,,
2040,02/04/2017 16:41,83.757,128,,,,,
2041,02/04/2017 16:51,83.579,168,,,,,
2042,02/04/2017 17:01,83.399,83,,,,,
2043,02/04/2017 17:11,83.221,87,,,,,
2044,02/04/2017 17:21,83.221,81,,,,,
2045,02/04/2017 17:31,83.221,37,,,,,
2046,02/04/2017 17:41,83.221,25,,,,,
2047,02/04/2017 17:51,83.221,17,,,,,
2048,02/04/2017 18:01,83.221,10,,,,,
2049,02/04/2017 18:11,83.221,4,,,,,
2050,02/04/2017 18:21,83.043,0,,,,,
2051,02/04/2017 18:31,83.043,0,,,,,
2052,02/04/2017 18:41,83.043,0,,,,,
2053,02/04/2017 18:51,83.043,0,,,,,
2054,02/04/2017 19:01,83.043,0,,,,,
2055,02/04/2017 19:11,83.043,0,,,,,
2056,02/04/2017 19:21,83.043,0,,,,,
2057,02/04/2017 19:31,83.043,0,,,,,
2058,02/04/2017 19:41,82.864,0,,,,,
2059,02/04/2017 19:51,82.864,0,,,,,
2060,02/04/2017 20:01,82.864,0,,,,,
2061,02/04/2017 20:11,82.864,0,,,,,
2062,02/04/2017 20:21,82.864,0,,,,,
2063,02/04/2017 20:31,82.864,0,,,,,
2064,02/04/2017 20:41,82.864,0,,,,,
2065,02/04/2017 20:51,82.864,0,,,,,
2066,02/04/2017 21:01,82.686,0,,,,,
2067,02/04/2017 21:11,82.686,0,,,,,
2068,02/04/2017 21:21,82.686,0,,,,,
2069,02/04/2017 21:31,82.686,0,,,,,
2070,02/04/2017 21:41,82.686,0,,,,,
2071,02/04/2017 21:51,82.686,0,,,,,
2072,02/04/2017 22:01,82.686,0,,,,,
2073,02/04/2017 22:11,82.686,0,,,,,
2074,02/04/2017 22:21,82.508,0,,,,,
2075,02/04/2017 22:31,82.508,0,,,,,
2076,02/04/2017 22:41,82.508,0,,,,,
2077,02/04/2017 22:51,82.508,0,,,,,
2078,02/04/2017 23:01,82.508,0,,,,,
2079,02/04/2017 23:11,82.508,0,,,,,
2080,02/04/2017 23:21,82.508,0,,,,,
2081,02/04/2017 23:31,82.508,0,,,,,
2082,02/04/2017 23:41,82.508,0,,,,,
2083,02/04/2017 23:51,82.508,0,,,,,
2084,02/05/2017 00:01,82.508,0,,,,,
2085,02/05/2017 00:11,82.508,0,,,,,
2086,02/05/2017 00:21,82.508,0,,,,,
2087,02/05/2017 00:31,82.33,0,,,,,
2088,02/05/2017 00:41,82.33,0,,,,,
2089,02/05/2017 00:51,82.33,0,,,,,
2090,02/05/2017 01:01,82.33,0,,,,,
2091,02/05/2017 01:11,82.33,0,,,,,
2092,02/05/2017 01:21,82.33,0,,,,,
2093,02/05/2017 01:31,82.33,0,,,,,
2094,02/05/2017 01:41,82.152,0,,,,,
2095,02/05/2017 01:51,82.33,0,,,,,
2096,02/05/2017 02:01,82.152,0,,,,,
2097,02/05/2017 02:11,82.152,0,,,,,
2098,02/05/2017 02:21,82.152,0,,,,,
2099,02/05/2017 02:31,82.152,0,,,,,
2100,02/05/2017 02:41,82.152,0,,,,,
2101,02/05/2017 02:51,82.152,0,,,,,
2102,02/05/2017 03:01,82.152,0,,,,,
2103,02/05/2017 03:11,82.152,0,,,,,
2104,02/05/2017 03:21,82.152,0,,,,,
2105,02/05/2017 03:31,82.152,0,,,,,
2106,02/05/2017 03:41,82.152,0,,,,,
2107,02/05/2017 03:51,82.152,0,,,,,
2108,02/05/2017 04:01,82.152,0,,,,,
2109,02/05/2017 04:11,82.152,0,,,,,
2110,02/05/2017 04:21,82.152,0,,,,,
2111,02/05/2017 04:31,82.152,0,,,,,
2112,02/05/2017 04:41,82.152,0,,,,,
2113,02/05/2017 04:51,82.152,0,,,,,
2114,02/05/2017 05:01,82.152,0,,,,,
2115,02/05/2017 05:11,82.152,0,,,,,
2116,02/05/2017 05:21,82.152,0,,,,,
2117,02/05/2017 05:31,82.152,0,,,,,
2118,02/05/2017 05:41,82.152,0,,,,,
2119,02/05/2017 05:51,82.152,0,,,,,
2120,02/05/2017 06:01,82.152,0,,,,,
2121,02/05/2017 06:11,82.152,0,,,,,
2122,02/05/2017 06:21,82.152,2,,,,,
2123,02/05/2017 06:31,82.152,5,,,,,
2124,02/05/2017 06:41,82.33,11,,,,,
2125,02/05/2017 06:51,82.33,19,,,,,
2126,02/05/2017 07:01,82.33,27,,,,,
2127,02/05/2017 07:11,82.508,40,,,,,
2128,02/05/2017 07:21,82.508,61,,,,,
2129,02/05/2017 07:31,82.508,65,,,,,
2130,02/05/2017 07:41,82.686,80,,,,,
2131,02/05/2017 07:51,82.864,86,,,,,
2132,02/05/2017 08:01,82.864,101,,,,,
2133,02/05/2017 08:11,83.043,114,,,,,
2134,02/05/2017 08:21,83.043,121,,,,,
2135,02/05/2017 08:31,83.043,136,,,,,
2136,02/05/2017 08:41,83.043,160,,,,,
2137,02/05/2017 08:51,83.221,200,,,,,
2138,02/05/2017 09:01,83.221,208,,,,,
2139,02/05/2017 09:11,83.221,192,,,,,
2140,02/05/2017 09:21,83.399,216,,,,,
2141,02/05/2017 09:31,83.399,248,,,,,
2142,02/05/2017 09:41,83.579,256,,,,,
2143,02/05/2017 09:51,83.579,272,,,,,
2144,02/05/2017 10:01,83.399,216,,,,,
2145,02/05/2017 10:11,83.579,200,,,,,
2146,02/05/2017 10:21,83.757,480,,,,,
2147,02/05/2017 10:31,83.579,160,,,,,
2148,02/05/2017 10:41,83.935,384,,,,,
2149,02/05/2017 10:51,84.115,368,,,,,
2150,02/05/2017 11:01,84.115,368,,,,,
2151,02/05/2017 11:11,84.115,352,,,,,
2152,02/05/2017 11:21,84.115,352,,,,,
2153,02/05/2017 11:31,84.115,432,,,,,
2154,02/05/2017 11:41,84.115,448,,,,,
2155,02/05/2017 11:51,84.295,432,,,,,
2156,02/05/2017 12:01,84.115,480,,,,,
2157,02/05/2017 12:11,84.474,448,,,,,
2158,02/05/2017 12:21,84.115,416,,,,,
2159,02/05/2017 12:31,84.295,480,,,,,
2160,02/05/2017 12:41,84.295,480,,,,,
2161,02/05/2017 12:51,84.295,480,,,,,
2162,02/05/2017 13:01,84.295,496,,,,,
2163,02/05/2017 13:11,84.115,464,,,,,
2164,02/05/2017 13:21,84.115,448,,,,,
2165,02/05/2017 13:31,84.115,512,,,,,
2166,02/05/2017 13:41,83.935,448,,,,,
2167,02/05/2017 13:51,84.115,896,,,,,
2168,02/05/2017 14:01,84.295,480,,,,,
2169,02/05/2017 14:11,84.115,496,,,,,
2170,02/05/2017 14:21,84.115,448,,,,,
2171,02/05/2017 14:31,83.935,448,,,,,
2172,02/05/2017 14:41,83.935,448,,,,,
2173,02/05/2017 14:51,83.935,496,,,,,
2174,02/05/2017 15:01,84.115,352,,,,,
2175,02/05/2017 15:11,83.757,432,,,,,
2176,02/05/2017 15:21,83.579,368,,,,,
2177,02/05/2017 15:31,83.757,368,,,,,
2178,02/05/2017 15:41,83.757,320,,,,,
2179,02/05/2017 15:51,83.757,320,,,,,
2180,02/05/2017 16:01,83.579,336,,,,,
2181,02/05/2017 16:11,83.579,896,,,,,
2182,02/05/2017 16:21,83.579,232,,,,,
2183,02/05/2017 16:31,83.579,192,,,,,
2184,02/05/2017 16:41,83.399,152,,,,,
2185,02/05/2017 16:51,83.399,152,,,,,
2186,02/05/2017 17:01,83.221,120,,,,,
2187,02/05/2017 17:11,83.221,101,,,,,
2188,02/05/2017 17:21,83.043,73,,,,,
2189,02/05/2017 17:31,83.043,58,,,,,
2190,02/05/2017 17:41,83.043,35,,,,,
2191,02/05/2017 17:51,82.864,23,,,,,
2192,02/05/2017 18:01,82.864,12,,,,,
2193,02/05/2017 18:11,82.864,6,,,,,
2194,02/05/2017 18:21,82.864,1,,,,,
2195,02/05/2017 18:31,82.686,0,,,,,
2196,02/05/2017 18:41,82.686,0,,,,,
2197,02/05/2017 18:51,82.864,0,,,,,
2198,02/05/2017 19:01,82.864,0,,,,,
2199,02/05/2017 19:11,82.686,0,,,,,
2200,02/05/2017 19:21,82.686,0,,,,,
2201,02/05/2017 19:31,82.686,0,,,,,
2202,02/05/2017 19:41,82.686,0,,,,,
2203,02/05/2017 19:51,82.686,0,,,,,
2204,02/05/2017 20:01,82.686,0,,,,,
2205,02/05/2017 20:11,82.686,0,,,,,
2206,02/05/2017 20:21,82.686,0,,,,,
2207,02/05/2017 20:31,82.686,0,,,,,
2208,02/05/2017 20:41,82.686,0,,,,,
2209,02/05/2017 20:51,82.686,0,,,,,
2210,02/05/2017 21:01,82.686,0,,,,,
2211,02/05/2017 21:11,82.508,0,,,,,
2212,02/05/2017 21:21,82.686,0,,,,,
2213,02/05/2017 21:31,82.508,0,,,,,
