Plot Title: 20058353,,,
#,"Date Time, GMT+05:00","Temp, ¡C (LGR S/N: 20058353, SEN S/N: 20058353)","Intensity, Lux (LGR S/N: 20058353, SEN S/N: 20058353)"
24877,12/16/17 09:00:00 PM,28.754,0
24878,12/16/17 09:15:00 PM,28.853,0
24879,12/16/17 09:30:00 PM,28.754,0
24880,12/16/17 09:45:00 PM,28.853,0
24881,12/16/17 10:00:00 PM,28.754,0
24882,12/16/17 10:15:00 PM,28.853,0
24883,12/16/17 10:30:00 PM,28.853,0
24884,12/16/17 10:45:00 PM,28.853,0
24885,12/16/17 11:00:00 PM,28.853,0
24886,12/16/17 11:15:00 PM,28.853,0
24887,12/16/17 11:30:00 PM,28.853,0
24888,12/16/17 11:45:00 PM,28.754,0
24889,12/17/17 12:00:00 AM,28.853,0
24890,12/17/17 12:15:00 AM,28.853,0
24891,12/17/17 12:30:00 AM,28.853,0
24892,12/17/17 12:45:00 AM,28.853,0
24893,12/17/17 01:00:00 AM,28.853,0
24894,12/17/17 01:15:00 AM,28.853,0
24895,12/17/17 01:30:00 AM,28.853,0
24896,12/17/17 01:45:00 AM,28.853,0
24897,12/17/17 02:00:00 AM,28.853,0
24898,12/17/17 02:15:00 AM,28.853,0
24899,12/17/17 02:30:00 AM,28.853,0
24900,12/17/17 02:45:00 AM,28.853,0
24901,12/17/17 03:00:00 AM,28.853,0
24902,12/17/17 03:15:00 AM,28.853,0
24903,12/17/17 03:30:00 AM,28.853,0
24904,12/17/17 03:45:00 AM,28.853,0
24905,12/17/17 04:00:00 AM,28.853,0
24906,12/17/17 04:15:00 AM,28.853,0
24907,12/17/17 04:30:00 AM,28.853,0
24908,12/17/17 04:45:00 AM,28.853,0
24909,12/17/17 05:00:00 AM,28.754,0
24910,12/17/17 05:15:00 AM,28.754,0
24911,12/17/17 05:30:00 AM,28.754,0
24912,12/17/17 05:45:00 AM,28.655,0
24913,12/17/17 06:00:00 AM,28.655,0
24914,12/17/17 06:15:00 AM,28.655,10.8
24915,12/17/17 06:30:00 AM,28.655,129.2
24916,12/17/17 06:45:00 AM,28.655,10.8
24917,12/17/17 07:00:00 AM,28.655,129.2
24918,12/17/17 07:15:00 AM,28.655,549
24919,12/17/17 07:30:00 AM,28.655,301.4
24920,12/17/17 07:45:00 AM,28.555,441.3
24921,12/17/17 08:00:00 AM,28.555,775
24922,12/17/17 08:15:00 AM,28.555,904.2
24923,12/17/17 08:30:00 AM,28.655,1227.1
24924,12/17/17 08:45:00 AM,28.655,1550
24925,12/17/17 09:00:00 AM,28.754,1980.6
24926,12/17/17 09:15:00 AM,28.754,2755.6
24927,12/17/17 09:30:00 AM,28.754,2325
24928,12/17/17 09:45:00 AM,28.853,2755.6
24929,12/17/17 10:00:00 AM,28.853,5511.1
24930,12/17/17 10:15:00 AM,28.953,5338.9
24931,12/17/17 10:30:00 AM,28.953,5511.1
24932,12/17/17 10:45:00 AM,28.853,3961.1
24933,12/17/17 11:00:00 AM,28.853,1980.6
24934,12/17/17 11:15:00 AM,28.853,2583.4
24935,12/17/17 11:30:00 AM,28.853,3444.5
24936,12/17/17 11:45:00 AM,29.053,5166.7
24937,12/17/17 12:00:00 PM,29.053,3788.9
24938,12/17/17 12:15:00 PM,29.152,7577.8
24939,12/17/17 12:30:00 PM,29.152,5166.7
24940,12/17/17 12:45:00 PM,29.252,6544.5
24941,12/17/17 01:00:00 PM,29.152,4822.3
24942,12/17/17 01:15:00 PM,29.252,6200
24943,12/17/17 01:30:00 PM,29.352,6200
24944,12/17/17 01:45:00 PM,29.152,2152.8
24945,12/17/17 02:00:00 PM,29.152,3788.9
24946,12/17/17 02:15:00 PM,29.252,4822.3
24947,12/17/17 02:30:00 PM,29.252,4650
24948,12/17/17 02:45:00 PM,29.252,5338.9
24949,12/17/17 03:00:00 PM,29.252,4822.3
24950,12/17/17 03:15:00 PM,29.252,4650
24951,12/17/17 03:30:00 PM,29.252,3616.7
24952,12/17/17 03:45:00 PM,29.252,4477.8
24953,12/17/17 04:00:00 PM,29.152,2927.8
24954,12/17/17 04:15:00 PM,29.152,1097.9
24955,12/17/17 04:30:00 PM,29.053,602.8
24956,12/17/17 04:45:00 PM,29.053,484.4
24957,12/17/17 05:00:00 PM,29.053,473.6
24958,12/17/17 05:15:00 PM,29.053,549
24959,12/17/17 05:30:00 PM,28.953,247.6
24960,12/17/17 05:45:00 PM,29.053,107.6
24961,12/17/17 06:00:00 PM,29.053,32.3
24962,12/17/17 06:15:00 PM,28.953,0
