Plot Title: 10998654,,,,,
#,"Date Time, GMT+05:00","Temp, °F (LGR S/N: 10998654, SEN S/N: 10998654)","Intensity, lum/ft² (LGR S/N: 10998654, SEN S/N: 10998654)",Coupler Detached (LGR S/N: 10998654),End Of File (LGR S/N: 10998654)
1408,03/24/17 04:14:11 AM,85.194,0,,
1409,03/24/17 05:14:11 AM,85.194,0,,
1410,03/24/17 06:14:11 AM,85.374,1,,
1411,03/24/17 07:14:11 AM,85.554,73,,
1412,03/24/17 08:14:11 AM,85.554,216,,
1413,03/24/17 09:14:11 AM,85.915,512,,
1414,03/24/17 10:14:11 AM,86.097,896,,
1415,03/24/17 11:14:11 AM,86.277,1280,,
1416,03/24/17 12:14:11 PM,86.459,1152,,
1417,03/24/17 01:14:11 PM,86.459,864,,
1418,03/24/17 02:14:11 PM,86.097,512,,
1419,03/24/17 03:14:11 PM,86.097,288,,
1420,03/24/17 04:14:11 PM,85.915,152,,
1421,03/24/17 05:14:11 PM,85.915,61,,
1422,03/24/17 06:14:11 PM,85.735,2,,
1423,03/24/17 07:14:11 PM,85.735,0,,
1424,03/24/17 08:14:11 PM,85.735,0,,
1425,03/24/17 09:14:11 PM,85.735,0,,
1426,03/24/17 10:14:11 PM,85.735,0,,
1427,03/24/17 11:14:11 PM,85.554,0,,
1428,03/25/17 12:14:11 AM,85.554,0,,
1429,03/25/17 01:14:11 AM,85.735,0,,
1430,03/25/17 02:14:11 AM,85.554,0,,
1431,03/25/17 03:14:11 AM,85.554,0,,
1432,03/25/17 04:14:11 AM,85.554,0,,
1433,03/25/17 05:14:11 AM,85.735,0,,
1434,03/25/17 06:14:11 AM,85.554,3,,
1435,03/25/17 07:14:11 AM,85.554,88,,
1436,03/25/17 08:14:11 AM,85.554,240,,
1437,03/25/17 09:14:11 AM,85.735,384,,
1438,03/25/17 10:14:11 AM,85.915,704,,
1439,03/25/17 11:14:11 AM,86.459,896,,
1440,03/25/17 12:14:11 PM,85.915,672,,
1441,03/25/17 01:14:11 PM,86.459,672,,
1442,03/25/17 02:14:11 PM,85.915,464,,
1443,03/25/17 03:14:11 PM,85.915,256,,
1444,03/25/17 04:14:11 PM,85.915,120,,
1445,03/25/17 05:14:11 PM,85.735,41,,
1446,03/25/17 06:14:11 PM,85.735,2,,
1447,03/25/17 07:14:11 PM,85.735,0,,
1448,03/25/17 08:14:11 PM,85.735,0,,
1449,03/25/17 09:14:11 PM,85.554,0,,
1450,03/25/17 10:14:11 PM,85.735,0,,
1451,03/25/17 11:14:11 PM,85.735,0,,
1452,03/26/17 12:14:11 AM,86.097,0,,
1453,03/26/17 01:14:11 AM,85.915,0,,
1454,03/26/17 02:14:11 AM,85.915,0,,
1455,03/26/17 03:14:11 AM,85.735,0,,
1456,03/26/17 04:14:11 AM,85.735,0,,
1457,03/26/17 05:14:11 AM,85.735,0,,
1458,03/26/17 06:14:11 AM,85.554,3,,
1459,03/26/17 07:14:11 AM,85.554,66,,
1460,03/26/17 08:14:11 AM,85.554,216,,
1461,03/26/17 09:14:11 AM,85.735,432,,
1462,03/26/17 10:14:11 AM,85.915,480,,
1463,03/26/17 11:14:11 AM,85.915,768,,
1464,03/26/17 12:14:11 PM,86.459,864,,
1465,03/26/17 01:14:11 PM,86.277,608,,
1466,03/26/17 02:14:11 PM,86.277,464,,
1467,03/26/17 03:14:11 PM,86.641,256,,
1468,03/26/17 04:14:11 PM,86.097,152,,
1469,03/26/17 05:14:11 PM,85.915,54,,
1470,03/26/17 06:14:11 PM,85.915,2,,
1471,03/26/17 07:14:11 PM,85.915,0,,
1472,03/26/17 08:14:11 PM,85.915,0,,
1473,03/26/17 09:14:11 PM,85.915,0,,
1474,03/26/17 10:14:11 PM,85.915,0,,
1475,03/26/17 11:14:11 PM,85.915,0,,
1476,03/27/17 12:14:11 AM,86.277,0,,
1477,03/27/17 01:14:11 AM,86.277,0,,
1478,03/27/17 02:14:11 AM,86.459,0,,
1479,03/27/17 03:14:11 AM,86.277,0,,
1480,03/27/17 04:14:11 AM,86.277,0,,
1481,03/27/17 05:14:11 AM,86.097,0,,
1482,03/27/17 06:14:11 AM,85.915,3,,
1483,03/27/17 07:14:11 AM,86.097,74,,
1484,03/27/17 08:14:11 AM,86.097,208,,
1485,03/27/17 09:14:11 AM,86.097,368,,
1486,03/27/17 10:14:11 AM,86.277,432,,
1487,03/27/17 11:14:11 AM,86.277,512,,
1488,03/27/17 12:14:11 PM,86.823,800,,
1489,03/27/17 01:14:11 PM,86.277,110,,
1490,03/27/17 02:14:11 PM,86.277,208,,
1491,03/27/17 03:14:11 PM,86.277,368,,
1492,03/27/17 04:14:11 PM,86.277,192,,
1493,03/27/17 05:14:11 PM,86.097,1,,
1494,03/27/17 06:14:11 PM,86.277,2,,
1495,03/27/17 07:14:11 PM,86.277,0,,
1496,03/27/17 08:14:11 PM,86.277,0,,
1497,03/27/17 09:14:11 PM,86.277,0,,
1498,03/27/17 10:14:11 PM,85.915,0,,
1499,03/27/17 11:14:11 PM,85.735,0,,
1500,03/28/17 12:14:11 AM,85.915,0,,
1501,03/28/17 01:14:11 AM,85.735,0,,
1502,03/28/17 02:14:11 AM,85.735,0,,
1503,03/28/17 03:14:11 AM,85.735,0,,
1504,03/28/17 04:14:11 AM,85.554,0,,
1505,03/28/17 05:14:11 AM,85.554,0,,
1506,03/28/17 06:14:11 AM,85.554,2,,
1507,03/28/17 07:14:11 AM,85.554,13,,
1508,03/28/17 08:14:11 AM,85.554,67,,
1509,03/28/17 09:14:11 AM,85.554,112,,
1510,03/28/17 10:14:11 AM,85.735,224,,
1511,03/28/17 11:14:11 AM,85.735,288,,
1512,03/28/17 12:14:11 PM,86.459,608,,
1513,03/28/17 01:14:11 PM,86.277,512,,
1514,03/28/17 02:14:11 PM,86.097,288,,
1515,03/28/17 03:14:11 PM,86.097,272,,
1516,03/28/17 04:14:11 PM,85.915,168,,
1517,03/28/17 05:14:11 PM,85.915,54,,
1518,03/28/17 06:14:11 PM,85.915,3,,
1519,03/28/17 07:14:11 PM,85.915,0,,
1520,03/28/17 08:14:11 PM,85.915,0,,
1521,03/28/17 09:14:11 PM,85.915,0,,
1522,03/28/17 10:14:11 PM,85.735,0,,
1523,03/28/17 11:14:11 PM,85.735,0,,
1524,03/29/17 12:14:11 AM,85.554,0,,
1525,03/29/17 01:14:11 AM,85.374,0,,
1526,03/29/17 02:14:11 AM,85.554,0,,
1527,03/29/17 03:14:11 AM,85.374,0,,
1528,03/29/17 04:14:11 AM,85.554,0,,
1529,03/29/17 05:14:11 AM,85.374,0,,
1530,03/29/17 06:14:11 AM,85.374,4,,
1531,03/29/17 07:14:11 AM,85.374,86,,
1532,03/29/17 08:14:11 AM,85.554,240,,
1533,03/29/17 09:14:11 AM,85.554,416,,
1534,03/29/17 10:14:11 AM,85.735,480,,
1535,03/29/17 11:14:11 AM,85.735,576,,
1536,03/29/17 12:14:11 PM,85.735,576,,
1537,03/29/17 01:14:11 PM,85.915,576,,
1538,03/29/17 02:14:11 PM,86.277,480,,
1539,03/29/17 03:14:11 PM,86.097,256,,
1540,03/29/17 04:14:11 PM,86.277,152,,
1541,03/29/17 05:14:11 PM,85.735,46,,
1542,03/29/17 06:14:11 PM,85.735,2,,
1543,03/29/17 07:14:11 PM,85.735,0,,
1544,03/29/17 08:14:11 PM,85.735,0,,
1545,03/29/17 09:14:11 PM,85.735,0,,
1546,03/29/17 10:14:11 PM,85.554,0,,
1547,03/29/17 11:14:11 PM,85.554,0,,
1548,03/30/17 12:14:11 AM,85.735,0,,
1549,03/30/17 01:14:11 AM,85.735,0,,
1550,03/30/17 02:14:11 AM,85.374,0,,
1551,03/30/17 03:14:11 AM,85.374,0,,
1552,03/30/17 04:14:11 AM,85.554,0,,
1553,03/30/17 05:14:11 AM,85.554,0,,
1554,03/30/17 06:14:11 AM,85.374,4,,
1555,03/30/17 07:14:11 AM,85.554,75,,
1556,03/30/17 08:14:11 AM,85.554,192,,
1557,03/30/17 09:14:11 AM,85.735,368,,
1558,03/30/17 10:14:11 AM,85.735,496,,
1559,03/30/17 11:14:11 AM,85.735,184,,
1560,03/30/17 12:14:11 PM,85.915,512,,
1561,03/30/17 01:14:11 PM,85.915,512,,
1562,03/30/17 02:14:11 PM,86.277,288,,
1563,03/30/17 03:14:11 PM,86.459,248,,
1564,03/30/17 04:14:11 PM,86.277,89,,
1565,03/30/17 05:14:11 PM,86.277,46,,
1566,03/30/17 06:14:11 PM,86.097,3,,
1567,03/30/17 07:14:11 PM,85.915,0,,
1568,03/30/17 08:14:11 PM,85.915,0,,
1569,03/30/17 09:14:11 PM,85.915,0,,
1570,03/30/17 10:14:11 PM,85.915,0,,
1571,03/30/17 11:14:11 PM,85.915,0,,
1572,03/31/17 12:14:11 AM,85.735,0,,
1573,03/31/17 01:14:11 AM,85.735,0,,
1574,03/31/17 02:14:11 AM,85.735,0,,
1575,03/31/17 03:14:11 AM,85.735,0,,
1576,03/31/17 04:14:11 AM,85.735,0,,
1577,03/31/17 05:14:11 AM,85.735,0,,
1578,03/31/17 06:14:11 AM,85.735,3,,
1579,03/31/17 07:14:11 AM,85.735,53,,
1580,03/31/17 08:14:11 AM,85.915,176,,
1581,03/31/17 09:14:11 AM,85.915,272,,
1582,03/31/17 10:14:11 AM,85.915,96,,
1583,03/31/17 11:14:11 AM,86.097,352,,
1584,03/31/17 12:14:11 PM,86.277,320,,
1585,03/31/17 01:14:11 PM,86.097,272,,
1586,03/31/17 02:14:11 PM,86.097,240,,
1587,03/31/17 03:14:11 PM,86.459,176,,
1588,03/31/17 04:14:11 PM,86.459,108,,
1589,03/31/17 05:14:11 PM,86.277,41,,
1590,03/31/17 06:14:11 PM,86.097,2,,
1591,03/31/17 07:14:11 PM,86.097,0,,
1592,03/31/17 08:14:11 PM,85.915,0,,
1593,03/31/17 09:14:11 PM,85.915,0,,
1594,03/31/17 10:14:11 PM,85.915,0,,
1595,03/31/17 11:14:11 PM,85.915,0,,
