Plot Title: 20014459,,,
#,"Date Time, GMT+05:00","Temp, ¡C (LGR S/N: 20014459, SEN S/N: 20014459)","Intensity, Lux (LGR S/N: 20014459, SEN S/N: 20014459)"
1622,12/27/17 10:00:00 AM,28.456,1894.5
1623,12/27/17 02:00:00 PM,28.357,936.5
1624,12/27/17 06:00:00 PM,28.357,10.8
1625,12/27/17 10:00:00 PM,28.655,0
1626,12/28/17 02:00:00 AM,28.456,0
1627,12/28/17 06:00:00 AM,28.357,0
1628,12/28/17 10:00:00 AM,28.258,1291.7
1629,12/28/17 02:00:00 PM,28.258,1463.9
1630,12/28/17 06:00:00 PM,28.258,10.8
1631,12/28/17 10:00:00 PM,28.258,0
1632,12/29/17 02:00:00 AM,28.258,0
1633,12/29/17 06:00:00 AM,28.258,0
1634,12/29/17 10:00:00 AM,28.357,64.6
1635,12/29/17 02:00:00 PM,28.159,613.5
1636,12/29/17 06:00:00 PM,28.06,0
1637,12/29/17 10:00:00 PM,28.159,0
1638,12/30/17 02:00:00 AM,28.456,0
1639,12/30/17 06:00:00 AM,28.258,0
1640,12/30/17 10:00:00 AM,28.258,495.1
1641,12/30/17 02:00:00 PM,28.456,1259.4
1642,12/30/17 06:00:00 PM,28.159,43.1
1643,12/30/17 10:00:00 PM,28.357,0
1644,12/31/17 02:00:00 AM,28.06,0
1645,12/31/17 06:00:00 AM,28.06,0
1646,12/31/17 10:00:00 AM,28.159,1280.9
1647,12/31/17 02:00:00 PM,28.258,441.3
1648,12/31/17 06:00:00 PM,28.159,0
1649,12/31/17 10:00:00 PM,28.159,0
1650,01/01/2018 02:00,28.159,0
1651,01/01/2018 06:00,28.159,0
1652,01/01/2018 10:00,28.357,1087.2
1653,01/01/2018 14:00,28.655,2497.2
1654,01/01/2018 18:00,28.754,32.3
1655,01/01/2018 22:00,28.754,0
1656,01/02/2018 02:00,28.555,0
1657,01/02/2018 06:00,28.456,0
1658,01/02/2018 10:00,28.456,236.8
1659,01/02/2018 14:00,28.853,2583.4
1660,01/02/2018 18:00,28.754,21.5
1661,01/02/2018 22:00,28.655,0
1662,01/03/2018 02:00,28.655,0
1663,01/03/2018 06:00,28.655,0
1664,01/03/2018 10:00,28.655,86.1
1665,01/03/2018 14:00,28.357,549
1666,01/03/2018 18:00,28.258,10.8
1667,01/03/2018 22:00,28.258,0
1668,01/04/2018 02:00,28.159,0
1669,01/04/2018 06:00,28.159,0
1670,01/04/2018 10:00,28.159,1119.5
1671,01/04/2018 14:00,28.555,1722.2
1672,01/04/2018 18:00,28.357,10.8
1673,01/04/2018 22:00,28.258,0
1674,01/05/2018 02:00,28.159,0
1675,01/05/2018 06:00,28.06,0
1676,01/05/2018 10:00,28.159,893.4
1677,01/05/2018 14:00,28.159,1291.7
1678,01/05/2018 18:00,28.258,21.5
1679,01/05/2018 22:00,28.159,0
1680,01/06/2018 02:00,27.961,0
1681,01/06/2018 06:00,27.961,0
1682,01/06/2018 10:00,28.06,785.8
1683,01/06/2018 14:00,28.06,1054.9
1684,01/06/2018 18:00,28.06,10.8
1685,01/06/2018 22:00,28.06,0
1686,01/07/2018 02:00,28.06,0
1687,01/07/2018 06:00,28.159,0
1688,01/07/2018 10:00,28.159,1119.5
1689,01/07/2018 14:00,28.258,1108.7
1690,01/07/2018 18:00,28.159,10.8
1691,01/07/2018 22:00,28.258,0
1692,01/08/2018 02:00,28.159,0
1693,01/08/2018 06:00,28.258,0
1694,01/08/2018 10:00,28.456,1151.7
1695,01/08/2018 14:00,28.456,1151.7
1696,01/08/2018 18:00,28.357,0
1697,01/08/2018 22:00,28.456,0
1698,01/09/2018 02:00,28.456,0
1699,01/09/2018 06:00,28.456,0
1700,01/09/2018 10:00,28.555,1377.8
1701,01/09/2018 14:00,28.555,549
1702,01/09/2018 18:00,28.555,10.8
1703,01/09/2018 22:00,28.555,0
1704,01/10/2018 02:00,28.456,0
1705,01/10/2018 06:00,28.159,0
1706,01/10/2018 10:00,28.06,742.7
1707,01/10/2018 14:00,28.159,850.4
1708,01/10/2018 18:00,28.06,21.5
1709,01/10/2018 22:00,28.06,0
1710,01/11/2018 02:00,28.06,0
1711,01/11/2018 06:00,28.06,0
1712,01/11/2018 10:00,28.159,828.8
1713,01/11/2018 14:00,28.159,753.5
1714,01/11/2018 18:00,28.258,10.8
1715,01/11/2018 22:00,28.258,0
1716,01/12/2018 02:00,28.159,0
1717,01/12/2018 06:00,28.159,0
1718,01/12/2018 10:00,28.258,1065.6
1719,01/12/2018 14:00,28.357,796.5
1720,01/12/2018 18:00,28.258,21.5
1721,01/12/2018 22:00,28.258,0
1722,01/13/18 02:00:00 AM,28.258,0
1723,01/13/18 06:00:00 AM,28.258,0
1724,01/13/18 10:00:00 AM,28.357,1001
1725,01/13/18 02:00:00 PM,28.953,1894.5
1726,01/13/18 06:00:00 PM,28.853,32.3
1727,01/13/18 10:00:00 PM,28.953,0
1728,01/14/18 02:00:00 AM,28.953,0
1729,01/14/18 06:00:00 AM,28.953,0
1730,01/14/18 10:00:00 AM,29.053,1313.2
1731,01/14/18 02:00:00 PM,29.252,2411.1
1732,01/14/18 06:00:00 PM,28.953,32.3
1733,01/14/18 10:00:00 PM,28.754,0

