"","CoralID","Genus","Species","Origin","sourceGen","Destination","Rack","D","d","L","Weight","mlVol","C","DF","RI","area","peri","TH","time","Dl","dl","Ll","Wl","Vl","Al","Fl","Cl","Tl","Rl"
"11","AD_D_G_S_S_02","A","AD","D","D:AD:G","S","2",0.67,0.43,5.19,241,101.5,0.193289901484889,1.17931761758122,2.27454963102185,7.94285062999916,22.7241970935493,2.89101651030265,"t0",-0.173925197299174,-0.366531544420413,0.715167357848458,2.38201704257487,2.00646604224923,0.899976395461756,0.0716307864233758,-0.713790835283156,0.461050571889566,0.356895417641576
"12","AD_D_R_N_D_10","A","AD","D","D:AD:R","D","10",0.83,0.68,4.93,250,116,0.217794819420721,1.06914642010187,2.14277330587521,4.72764112999721,16.5159443389194,1.62480169396934,"t0",-0.0809219076239261,-0.167491087293764,0.69284691927723,2.39794000867204,2.06445798922692,0.674644502311189,0.0290371861140925,-0.661952454808675,0.21080036317934,0.330976227404337
"13","AD_D_R_N_S_02","A","AD","D","D:AD:R","S","2",0.85,0.51,4.59,261,128,0.364053359212606,1.10532471259124,1.65736238737446,4.84049527000025,12.9260940249649,1.8254126296021,"t0",-0.0705810742857073,-0.292429823902064,0.661812685537261,2.41664050733828,2.10720996964787,0.68488980007909,0.0434898799854845,-0.43883495724865,0.26136105098624,0.219417478624325
"14","AD_D_R_S_D_03","A","AD","D","D:AD:R","D","3",0.82,0.77,6.42,253,106,0.41404118202026,1.10472668281448,1.55409738658586,2.84888247999879,9.29866130732223,1.19783004492182,"t0",-0.0861861476162833,-0.113509274827518,0.807535028068853,2.40312052117582,2.02530586526477,0.454674534412969,0.0432548437877384,-0.382956460244647,0.0783952022029473,0.191478230122324
"15","AD_D_R_S_D_05","A","AD","D","D:AD:R","D","5",1.01,0.46,5.78,237,100.5,0.303933297479169,1.10975525206551,1.81388963456567,5.67777293000108,15.321624023229,1.82905487167263,"t0",0.00432137378264258,-0.337242168318426,0.761927838420529,2.3747483460101,2.00216606175651,0.754178019887714,0.0452272090591273,-0.517221718086226,0.262226734512597,0.258610859043113
"16","AD_D_Y_N_D_03","A","AD","D","D:AD:Y","D","3",1,0.76,3.42,221,87,0.140940393632984,1.16664933050981,2.66368128854133,7.1875707299987,25.3150189998192,1.71883210585399,"t0",0,-0.119186407719209,0.534026106056135,2.34439227368511,1.93951925261862,0.8565821314364,0.0669403361564421,-0.850964519894277,0.235233457220965,0.425482259947139
"17","AD_D_Y_N_D_10","A","AD","D","D:AD:Y","D","10",1.07,0.9,6.82,234,105,0.192733619988009,1.13054399202778,2.27782974944728,10.7578780000003,26.4843610719395,1.8786770955716,"t0",0.0293837776852097,-0.0457574905606751,0.833784374656479,2.36921585741014,2.02118929906994,1.03172661484571,0.0532874663922929,-0.715042521453938,0.273852140578175,0.357521260726969
"18","AD_D_Y_N_S_02","A","AD","D","D:AD:Y","S","2",0.82,0.75,3.92,216,93,0.198812402870386,1.13706433799204,2.24273656048112,6.52913608499875,20.3147300282424,1.83646758527437,"t0",-0.0861861476162833,-0.1249387366083,0.593286067020457,2.33445375115093,1.96848294855394,0.814855720579974,0.0557850388692655,-0.701556525722674,0.263983267197669,0.350778262861338
"19","AD_D_Y_S_D_07","A","AD","D","D:AD:Y","D","7",0.86,0.67,3.7,241,106.5,0.197839554408106,1.1198414387594,2.24824397068572,2.38092138500178,12.2976151357042,1.13798400118341,"t0",-0.0655015487564323,-0.173925197299174,0.568201724066995,2.38201704257487,2.02734960777476,0.376745055789769,0.0491565341462533,-0.703686874802434,0.0561361563942,0.351843437401217
"20","AD_D_Y_S_D_08","A","AD","D","D:AD:Y","D","8",0.9,0.74,4.35,220,93,0.264352873997275,1.09565590069692,1.94494794304317,2.99556794000091,11.9330785885321,1.19083282738609,"t0",-0.0457574905606751,-0.130768280269024,0.638489256954637,2.34242268082221,1.96848294855394,0.476479173912327,0.0396741819836006,-0.577815963661092,0.0758507982253797,0.288907981830545
"21","AD_S_B_N_D_07","A","AD","S","S:AD:B","D","7",0.77,0.67,4.16,209,98,0.297119770624147,1.11856560333433,1.83456973410911,7.58970642999702,17.9164369388486,2.1587634482685,"t0",-0.113509274827518,-0.173925197299174,0.619093330626743,2.32014628611105,1.99122607569249,0.880224977700739,0.0486614603419744,-0.527068448878614,0.334205056072033,0.263534224439306
"22","AD_S_B_N_D_08","A","AD","S","S:AD:B","D","8",0.79,0.69,3.95,220,95,0.265331140087399,1.19037508880779,1.94135915652872,3.4954360999991,12.8665319878686,1.42542387116213,"t0",-0.102372908709559,-0.161150909262745,0.59659709562646,2.34242268082221,1.97772360528885,0.543501367208427,0.0756838297386675,-0.576211776876002,0.153944027526168,0.288105888438
