Plot Title: 10998654,,,,,
#,"Date Time, GMT+05:00","Temp, øF (LGR S/N: 10998654, SEN S/N: 10998654)","Intensity, lum/ftý (LGR S/N: 10998654, SEN S/N: 10998654)",Coupler Detached (LGR S/N: 10998654),End Of File (LGR S/N: 10998654)
608,02/18/17 08:14:11 PM,83.757,0,,
609,02/18/17 09:14:11 PM,83.579,0,,
610,02/18/17 10:14:11 PM,83.579,0,,
611,02/18/17 11:14:11 PM,83.757,0,,
612,02/19/17 12:14:11 AM,83.579,0,,
613,02/19/17 01:14:11 AM,83.579,0,,
614,02/19/17 02:14:11 AM,83.579,0,,
615,02/19/17 03:14:11 AM,83.399,0,,
616,02/19/17 04:14:11 AM,83.221,0,,
617,02/19/17 05:14:11 AM,83.043,0,,
618,02/19/17 06:14:11 AM,83.043,0,,
619,02/19/17 07:14:11 AM,83.221,44,,
620,02/19/17 08:14:11 AM,83.399,144,,
621,02/19/17 09:14:11 AM,83.221,97,,
622,02/19/17 10:14:11 AM,83.221,45,,
623,02/19/17 11:14:11 AM,83.399,116,,
624,02/19/17 12:14:11 PM,83.399,208,,
625,02/19/17 01:14:11 PM,83.579,136,,
626,02/19/17 02:14:11 PM,83.399,81,,
627,02/19/17 03:14:11 PM,83.399,122,,
628,02/19/17 04:14:11 PM,83.221,110,,
629,02/19/17 05:14:11 PM,83.399,89,,
630,02/19/17 06:14:11 PM,83.221,3,,
631,02/19/17 07:14:11 PM,83.399,0,,
632,02/19/17 08:14:11 PM,83.399,0,,
633,02/19/17 09:14:11 PM,83.399,0,,
634,02/19/17 10:14:11 PM,83.399,0,,
635,02/19/17 11:14:11 PM,83.399,0,,
636,02/20/17 12:14:11 AM,83.399,0,,
637,02/20/17 01:14:11 AM,83.399,0,,
638,02/20/17 02:14:11 AM,83.221,0,,
639,02/20/17 03:14:11 AM,83.221,0,,
640,02/20/17 04:14:11 AM,83.221,0,,
641,02/20/17 05:14:11 AM,83.221,0,,
642,02/20/17 06:14:11 AM,83.399,0,,
643,02/20/17 07:14:11 AM,83.399,25,,
644,02/20/17 08:14:11 AM,83.579,69,,
645,02/20/17 09:14:11 AM,83.579,97,,
646,02/20/17 10:14:11 AM,83.579,152,,
647,02/20/17 11:14:11 AM,83.579,41,,
648,02/20/17 12:14:11 PM,83.579,39,,
649,02/20/17 01:14:11 PM,83.399,184,,
650,02/20/17 02:14:11 PM,83.399,224,,
651,02/20/17 03:14:11 PM,83.579,304,,
652,02/20/17 04:14:11 PM,83.579,136,,
653,02/20/17 05:14:11 PM,83.399,44,,
654,02/20/17 06:14:11 PM,83.221,1,,
655,02/20/17 07:14:11 PM,83.221,0,,
656,02/20/17 08:14:11 PM,83.221,0,,
657,02/20/17 09:14:11 PM,83.399,0,,
658,02/20/17 10:14:11 PM,83.399,0,,
659,02/20/17 11:14:11 PM,83.399,0,,
660,02/21/17 12:14:11 AM,83.399,0,,
661,02/21/17 01:14:11 AM,83.399,0,,
662,02/21/17 02:14:11 AM,83.221,0,,
663,02/21/17 03:14:11 AM,83.221,0,,
664,02/21/17 04:14:11 AM,83.221,0,,
665,02/21/17 05:14:11 AM,83.221,0,,
666,02/21/17 06:14:11 AM,83.043,0,,
667,02/21/17 07:14:11 AM,83.043,35,,
668,02/21/17 08:14:11 AM,83.221,272,,
669,02/21/17 09:14:11 AM,83.399,480,,
670,02/21/17 10:14:11 AM,83.399,608,,
671,02/21/17 11:14:11 AM,83.579,768,,
672,02/21/17 12:14:11 PM,83.757,768,,
673,02/21/17 01:14:11 PM,84.115,672,,
674,02/21/17 02:14:11 PM,83.935,91,,
675,02/21/17 03:14:11 PM,84.295,288,,
676,02/21/17 04:14:11 PM,83.935,176,,
677,02/21/17 05:14:11 PM,83.757,72,,
678,02/21/17 06:14:11 PM,83.757,6,,
679,02/21/17 07:14:11 PM,83.757,0,,
680,02/21/17 08:14:11 PM,83.757,0,,
681,02/21/17 09:14:11 PM,83.757,0,,
682,02/21/17 10:14:11 PM,83.757,0,,
683,02/21/17 11:14:11 PM,83.579,0,,
684,02/22/17 12:14:11 AM,83.579,0,,
685,02/22/17 01:14:11 AM,83.579,0,,
686,02/22/17 02:14:11 AM,83.579,0,,
687,02/22/17 03:14:11 AM,83.399,0,,
688,02/22/17 04:14:11 AM,83.399,0,,
689,02/22/17 05:14:11 AM,83.399,0,,
690,02/22/17 06:14:11 AM,83.399,0,,
691,02/22/17 07:14:11 AM,83.399,74,,
692,02/22/17 08:14:11 AM,83.399,176,,
693,02/22/17 09:14:11 AM,83.579,320,,
694,02/22/17 10:14:11 AM,83.757,480,,
695,02/22/17 11:14:11 AM,83.935,672,,
696,02/22/17 12:14:11 PM,84.115,672,,
697,02/22/17 01:14:11 PM,84.115,672,,
698,02/22/17 02:14:11 PM,84.295,480,,
699,02/22/17 03:14:11 PM,84.295,176,,
700,02/22/17 04:14:11 PM,83.935,144,,
701,02/22/17 05:14:11 PM,83.757,47,,
702,02/22/17 06:14:11 PM,83.579,2,,
703,02/22/17 07:14:11 PM,83.757,0,,
704,02/22/17 08:14:11 PM,83.757,0,,
705,02/22/17 09:14:11 PM,83.757,0,,
706,02/22/17 10:14:11 PM,83.221,0,,
707,02/22/17 11:14:11 PM,83.221,0,,
708,02/23/17 12:14:11 AM,83.221,0,,
709,02/23/17 01:14:11 AM,83.221,0,,
710,02/23/17 02:14:11 AM,83.221,0,,
711,02/23/17 03:14:11 AM,83.221,0,,
712,02/23/17 04:14:11 AM,83.043,0,,
713,02/23/17 05:14:11 AM,83.043,0,,
714,02/23/17 06:14:11 AM,83.043,0,,
715,02/23/17 07:14:11 AM,83.221,35,,
716,02/23/17 08:14:11 AM,83.221,126,,
717,02/23/17 09:14:11 AM,83.399,232,,
718,02/23/17 10:14:11 AM,83.399,184,,
719,02/23/17 11:14:11 AM,83.579,448,,
720,02/23/17 12:14:11 PM,83.757,480,,
721,02/23/17 01:14:11 PM,83.935,464,,
722,02/23/17 02:14:11 PM,84.115,432,,
723,02/23/17 03:14:11 PM,84.115,232,,
724,02/23/17 04:14:11 PM,83.935,118,,
725,02/23/17 05:14:11 PM,83.579,38,,
726,02/23/17 06:14:11 PM,83.579,2,,
727,02/23/17 07:14:11 PM,83.579,0,,
728,02/23/17 08:14:11 PM,83.579,0,,
729,02/23/17 09:14:11 PM,83.579,0,,
730,02/23/17 10:14:11 PM,83.399,0,,
731,02/23/17 11:14:11 PM,83.579,0,,
732,02/24/17 12:14:11 AM,83.757,0,,
733,02/24/17 01:14:11 AM,83.399,0,,
734,02/24/17 02:14:11 AM,83.399,0,,
735,02/24/17 03:14:11 AM,83.399,0,,
736,02/24/17 04:14:11 AM,83.221,0,,
737,02/24/17 05:14:11 AM,83.221,0,,
738,02/24/17 06:14:11 AM,83.221,0,,
739,02/24/17 07:14:11 AM,83.221,31,,
740,02/24/17 08:14:11 AM,83.399,128,,
741,02/24/17 09:14:11 AM,83.399,208,,
742,02/24/17 10:14:11 AM,83.579,304,,
743,02/24/17 11:14:11 AM,83.757,416,,
744,02/24/17 12:14:11 PM,83.757,304,,
745,02/24/17 01:14:11 PM,83.757,512,,
746,02/24/17 02:14:11 PM,83.935,576,,
747,02/24/17 03:14:11 PM,83.935,144,,
748,02/24/17 04:14:11 PM,83.935,152,,
749,02/24/17 05:14:11 PM,83.757,57,,
750,02/24/17 06:14:11 PM,83.757,4,,
751,02/24/17 07:14:11 PM,83.757,0,,
752,02/24/17 08:14:11 PM,83.757,0,,
753,02/24/17 09:14:11 PM,83.579,0,,
754,02/24/17 10:14:11 PM,83.579,0,,
755,02/24/17 11:14:11 PM,83.399,0,,
756,02/25/17 12:14:11 AM,83.399,0,,
757,02/25/17 01:14:11 AM,83.399,0,,
758,02/25/17 02:14:11 AM,83.221,0,,
759,02/25/17 03:14:11 AM,83.579,0,,
760,02/25/17 04:14:11 AM,83.579,0,,
761,02/25/17 05:14:11 AM,83.399,0,,
762,02/25/17 06:14:11 AM,83.399,0,,
763,02/25/17 07:14:11 AM,83.399,50,,
764,02/25/17 08:14:11 AM,83.399,144,,
765,02/25/17 09:14:11 AM,83.399,256,,
766,02/25/17 10:14:11 AM,83.579,432,,
767,02/25/17 11:14:11 AM,83.579,480,,
768,02/25/17 12:14:11 PM,83.399,117,,
769,02/25/17 01:14:11 PM,83.579,672,,
770,02/25/17 02:14:11 PM,83.935,512,,
771,02/25/17 03:14:11 PM,83.935,384,,
772,02/25/17 04:14:11 PM,83.935,136,,
773,02/25/17 05:14:11 PM,83.935,29,,
774,02/25/17 06:14:11 PM,83.757,3,,
775,02/25/17 07:14:11 PM,83.579,0,,
776,02/25/17 08:14:11 PM,83.579,0,,
777,02/25/17 09:14:11 PM,83.579,0,,
778,02/25/17 10:14:11 PM,83.399,0,,
779,02/25/17 11:14:11 PM,83.579,0,,
