10.9792	5.5462
10.9414	5.5462
10.9037	5.5085
10.8660	5.4707
10.8283	5.4519
10.7717	5.4330
10.7339	5.4330
10.6962	5.4141
10.6585	5.3953
10.6208	5.3953
10.5830	5.3953
10.5264	5.3953
10.4887	5.3953
10.4510	5.3764
10.4132	5.3764
10.3755	5.3764
10.3378	5.3575
10.2812	5.3575
10.2435	5.3575
10.2057	5.3575
10.1680	5.3575
10.1303	5.3575
10.0925	5.3575
10.0548	5.3387
9.9982	5.3198
9.9605	5.3198
9.9228	5.3009
9.8850	5.3009
9.8473	5.3009
9.7907	5.2821
9.7530	5.2632
9.7153	5.2632
9.6775	5.2443
9.6398	5.2443
9.6021	5.2255
9.5455	5.2255
9.5077	5.2066
9.4700	5.2066
9.4323	5.1878
9.3946	5.1878
9.3568	5.1878
9.3191	5.1878
9.2625	5.1878
9.2248	5.1878
9.1870	5.1878
9.1493	5.1878
9.1116	5.1878
9.0739	5.2066
9.0173	5.2066
8.9795	5.2255
8.9418	5.2255
8.9041	5.2443
8.8663	5.2632
8.8286	5.2632
8.7720	5.2632
8.7343	5.2821
8.6966	5.2821
8.6588	5.3198
8.6211	5.3387
8.5645	5.3575
8.5456	5.3953
8.4891	5.4519
8.4702	5.4896
8.4513	5.5273
8.4136	5.5650
8.3947	5.6216
8.3570	5.6594
8.3381	5.6971
8.3381	5.7348
8.3381	5.7726
8.3193	5.8292
8.3193	5.8669
8.3004	5.9046
8.3004	5.9423
8.3004	5.9801
8.3004	6.0178
8.3193	6.0744
8.3193	6.1121
8.3570	6.1498
8.3759	6.1876
8.3947	6.2253
8.4136	6.2819
8.4513	6.3008
8.4702	6.3385
8.5268	6.3762
8.5268	6.4140
8.5834	6.4517
8.6211	6.4705
8.6588	6.4894
8.6966	6.5271
8.7343	6.5649
8.7343	6.6026
8.7154	6.6592
8.7154	6.6969
8.6966	6.7347
8.6966	6.7724
8.6777	6.8101
8.6777	6.8667
8.6777	6.9044
8.6777	6.9422
8.6966	6.9799
8.7532	7.0176
8.7909	7.0365
8.8286	7.0365
8.8663	7.0365
8.9041	7.0365
8.9607	7.0365
8.9984	7.0365
9.0361	7.0365
9.0739	7.0365
9.1116	7.0365
9.1493	7.0553
9.2059	7.0742
9.2436	7.1119
9.2625	7.1497
9.3002	7.1874
9.3568	7.2063
9.3757	7.2440
9.4134	7.3006
9.4323	7.3383
9.4323	7.3760
9.4323	7.4138
9.4511	7.4515
9.4889	7.4704
9.5266	7.4892
9.5832	7.5081
9.6209	7.5270
9.6587	7.5458
9.6964	7.5458
9.7341	7.5458
9.7907	7.5647
9.8284	7.5647
9.8662	7.5647
9.9039	7.5836
9.9416	7.6213
9.9982	7.6401
10.0359	7.6590
10.0737	7.6779
10.1114	7.6779
10.1491	7.6779
10.1869	7.6590
10.2435	7.6590
10.2812	7.6401
10.3189	7.6213
10.3566	7.5836
10.3944	7.5836
10.4510	7.5836
10.4887	7.5836
10.5264	7.5647
10.5642	7.5458
10.6019	7.5270
10.6396	7.5270
10.6962	7.5270
10.7339	7.5081
10.7717	7.4892
10.8094	7.4892
10.8471	7.4704
10.9037	7.4704
10.9414	7.4704
10.9792	7.4515
11.0169	7.4326
11.0546	7.4326
11.0924	7.4326
11.1490	7.4138
11.1867	7.3949
11.2244	7.3760
11.2621	7.3760
11.3187	7.3383
11.3565	7.3195
11.3942	7.3006
11.4319	7.2629
11.4697	7.2251
11.5074	7.2063
11.5263	7.1497
11.5451	7.1119
11.5640	7.0742
11.5828	7.0365
11.6206	6.9988
11.6394	6.9422
11.6394	6.9044
11.6394	6.8667
11.6394	6.8290
11.6583	6.7912
11.6772	6.7347
11.6960	6.6969
11.6960	6.6592
11.7149	6.6215
11.7526	6.5837
11.7526	6.5271
11.7715	6.4894
11.7715	6.4517
11.7904	6.4140
11.7904	6.3762
11.7904	6.3385
11.7904	6.2819
11.7904	6.2442
11.7904	6.2064
11.7904	6.1687
11.7904	6.1310
11.7904	6.0933
11.7904	6.0367
11.7715	5.9989
11.7715	5.9612
11.7338	5.9235
11.6960	5.8857
11.6394	5.8480
11.6017	5.8292
11.5640	5.7914
11.5263	5.7726
11.4885	5.7726
11.4319	5.7726
11.3942	5.7726
11.3565	5.7537
11.3187	5.7537
11.2810	5.7348
11.2433	5.7160
11.1867	5.6971
